name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-inclusion_check;awali-inclusion_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-inclusion;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-inclusion;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;ERR;ERR;ERR;ERR;ERR;0.17; NOT EMPTY;0.17; 0.131466; 0.0429938;0.00116647; 0.000136371; true;0.22; 0.12972; 0.0428699;0.03701602;0.006026322; 0.00366741; true;0.18; 0.128746; 0.0422377;0.001937132;0.002468756; 0.00260499; true;TO; 0.12953; 0.0424763;1.01; 0.0554; 0.0000; 0.0003; 0.0001;1.04; 0.0532; 0.0272; 0.0162; 0.0006;1.0; 0.0483; 0.0307; 0.0006; 0.0002;1.59;0.16713744399999997;0.039838001; 0.028015144; true;1.0;0.036898002000000006;0.004724402999999999; 0.001754373; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;0.21; 0.172958; 0.0448679;6.8217e-05; 1.5898e-05; true;0.25; 0.171483; 0.0447709;0.033120031;0.0008031949999999999; 0.005875; true;0.22; 0.169674; 0.0444039;0.0017636700000000002;0.000771633; 0.00374581; true;TO; 0.171495; 0.0454488;1.01; 0.0675; 0.0000; 0.0002; 0.0000;1.08; 0.0681; 0.0317; 0.0051; 0.0013;0.83; 0.0393; 0.0116; 0.0003; 0.0002;1.56;0.181366333;0.027369143999999998; 0.011355419; true;1.19;0.049614697;0.0026733850000000003; 0.024906996; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;0.21; 0.20174; 0.045623;0.000410015; 0.000281128; true;0.26; 0.182394; 0.0462169;0.02931082;0.001884917; 0.00468592; true;0.23; 0.180249; 0.0457106;0.001559158;0.001530024; 0.00388483; true;TO; 0.167123; 0.0313075;1.04; 0.0704; 0.0000; 0.0002; 0.0001;1.1; 0.0745; 0.0252; 0.0053; 0.0010;1.11; 0.0662; 0.0206; 0.0004; 0.0001;1.55;0.157715635;0.07329933699999999; 0.021934256; true;1.06;0.039742958999999994;0.002475226; 0.006714935; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.22; EMPTY;0.5; 0.396342; 0.10868;0.00062653; 0.000160186; false;0.85; 0.393882; 0.111235;0.12297157;0.10669354; 0.108609; false;0.62; 0.398727; 0.11035;0.006482047;0.0021362910000000002; 0.100785; false;TO; 0.406858; 0.112053;1.19; 0.1645; 0.0000; 0.0005; 0.0001;1.58; 0.1575; 0.4925; 0.0057; 0.0127;1.42; 0.1574; 0.3018; 0.0004; 0.0007;2.78;0.557301983;0.032586119; 0.181740126; true;1.65;0.065236997;0.0026784730000000002; 0.182315724; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.34; 0.266805; 0.0704224;0.001923426; 0.00133578; true;0.65; 0.407614; 0.108764;0.11138819999999999;5.7860000000000005e-05; 0.0271458; true;0.41; 0.269618; 0.0722946;0.003534306;0.004655538; 0.0563264; true;TO; 0.308318; 0.0728243;1.09; 0.1576; 0.0000; 0.0004; 0.0002;1.62; 0.1613; 0.4646; 0.0159; 0.0125;1.37; 0.1567; 0.2807; 0.0006; 0.0004;3.0;0.546104543;0.094700593; 0.110544551; true;1.59;0.063934083;0.013526503; 0.18365953; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;ERR;ERR;ERR;ERR;ERR;0.33; EMPTY;0.39; 0.323373; 0.0657606;0.003269721; 0.000588696; false;1.55; 0.324465; 0.0665167;0.035394640000000005;0.5730879299999999; 0.49914; false;0.64; 0.332152; 0.0660416;0.002014286;0.006184884; 0.242182; false;TO; 0.328004; 0.0669078;1.07; 0.1210; 0.0000; 0.0003; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;0.10036418400000001;MISSING;MISSING;MISSING;1.02;0.042115664;0.0038031440000000005; 0.008194084; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.27; 0.232749; 0.0523177;9.2469e-05; 3.5715e-05; true;0.36; 0.226923; 0.0516608;0.03129763;0.035560430000000004; 0.0214755; true;0.28; 0.232805; 0.052479;0.001819374;0.00103618; 0.00327772; true;TO; 0.239484; 0.0524376;1.14; 0.0886; 0.0000; 0.0004; 0.0001;1.21; 0.0794; 0.0428; 0.0032; 0.0008;1.31; 0.0916; 0.0331; 0.0007; 0.0003;1.7;0.22392214400000005;0.045393884; 0.010668314; true;1.19;0.049414445;0.0030998630000000004; 0.005952354; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;0.36; 0.287491; 0.0782406;0.000110023; 1.878e-05; true;0.47; 0.289385; 0.0787219;0.078514836;0.004379196; 0.0243903; true;0.4; 0.399584; 0.0808483;0.0039532610000000004;0.0010468720000000001; 0.0230461; true;TO; 0.288458; 0.0793187;1.23; 0.1175; 0.0000; 0.0005; 0.0001;1.87; 0.1159; 0.6724; 0.0047; 0.0317;1.01; 0.0677; 0.0887; 0.0009; 0.0004;2.4;0.529314479;0.059230423; 0.049612681; true;1.56;0.06115459;0.002863871; 0.072985658; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.22; 0.197283; 0.0428663;0.0014870950000000001; 0.000141381; true;0.35; 0.195608; 0.046565;0.02472505;0.067612; 0.0431012; true;0.24; 0.186807; 0.0438632;0.001410717;0.0028179660000000003; 0.00249826; true;TO; 0.230189; 0.042572;1.12; 0.0674; 0.0000; 0.0009; 0.0002;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO; 0.091340445;MISSING;MISSING;MISSING;1.13;0.043743826;0.003326976; 0.001837167; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;0.22; 0.175272; 0.0507101;0.0018072259999999999; 0.000212324; true;0.36; 0.177075; 0.0997606;0.043999380000000005;0.08704727000000001; 0.00744364; true;0.24; 0.176666; 0.0508602;0.002258401;0.0039047350000000003; 0.00639417; true;TO; 0.180914; 0.0529841;1.37; 0.0798; 0.0000; 0.0017; 0.0003;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO; 0.099766154;MISSING;MISSING;MISSING;1.26;0.040510050000000006;0.003567649; 0.004138645; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.31; NOT EMPTY;1.43; 1.12643; 0.346721;1.8917e-05; 1.6304e-05; true;2.36; 1.39746; 0.407887;0.480674589;0.0005838330000000001; 0.150183; true;3.21; 1.55936; 0.629427;0.037233341;0.00091994; 1.11254; true;TO; 1.1943; 0.539261;1.71; 0.7176; 0.0000; 0.0006; 0.0001;18.13; 0.5332; 18.1085; 0.0046; 0.0759;5.06; 0.3805; 3.7448; 0.0005; 0.0001;4.21;1.267440344;0.065705773; 0.022052761; true;3.06;0.28384924;0.002501002; 0.375780665; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.24; NOT EMPTY;0.5; 0.405922; 0.103732;9.838699999999999e-05; 8.9739e-05; true;3.43; 0.412336; 0.114385;0.11342763;1.5594841799999999; 1.26256; true;0.37; 0.280769; 0.0718691;0.0032366979999999997;0.0005801269999999999; 0.0146171; true;TO; 0.415351; 0.105573;1.08; 0.0927; 0.0000; 0.0002; 0.0000;1.4; 0.0882; 0.5293; 0.0064; 0.0179;1.27; 0.1601; 0.0792; 0.0003; 0.0001;2.15;0.344735034;0.043353262000000004; 0.029926166; true;1.73;0.08692933;0.002076355; 0.063892777; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;ERR;ERR;ERR;ERR;ERR;0.19; NOT EMPTY;0.11; 0.0928175; 0.027098;3.6664999999999995e-05; 1.9958e-05; true;0.2; 0.139778; 0.0299125;0.016959518000000003;0.034679835; 0.00291641; true;0.13; 0.149935; 0.0412327;0.0009321590000000001;0.000765575; 0.00171154; true;TO; 0.195149; 0.0305719;0.86; 0.0280; 0.0000; 0.0001; 0.0000;0.91; 0.0277; 0.0060; 0.0044; 0.0002;1.09; 0.0440; 0.0131; 0.0001; 0.0001;1.36;0.16397151399999998;0.030500155; 0.005950575; true;1.07;0.024701670000000002;0.001919347; 0.00166427; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;0.14; 0.10733; 0.0335201;2.9073e-05; 1.7799e-05; true;0.23; 0.148895; 0.0343678;0.02276313;0.05946513; 0.0108782; true;0.15; 0.140173; 0.0339183;0.001371082;0.000687176; 0.00191384; true;TO; 0.112426; 0.0339548;0.81; 0.0263; 0.0000; 0.0001; 0.0000;1.08; 0.0324; 0.0114; 0.0060; 0.0001;1.07; 0.0438; 0.0202; 0.0002; 0.0001;1.16;0.140900802;0.052164996; 0.009960068; true;0.82;0.034815885;0.0042591519999999996; 0.001347413; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;0.5; 0.354603; 0.133179;0.000231478; 2.9667e-05; true;0.74; 0.350356; 0.133347;0.1923383;0.007643480999999999; 0.0415244; true;0.55; 0.350625; 0.131425;0.009654546;0.001089266; 0.0358764; true;TO; 0.353079; 0.134314;1.09; 0.1562; 0.0000; 0.0006; 0.0001;2.52; 0.1579; 1.3711; 0.0130; 0.0495;1.33; 0.1626; 0.2100; 0.0018; 0.0010;2.7;0.439593461;0.110504071; 0.082123895; true;1.38;0.062922797;0.002339581; 0.073975555; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;0.43; 0.336458; 0.0925424;7.679e-06; 1.8341e-05; true;0.54; 0.337453; 0.091358;0.09389932599999999;0.0007091160000000001; 0.0214134; true;0.46; 0.329854; 0.0902201;0.004849015;0.000653747; 0.0215547; true;TO; 0.33168; 0.0907069;1.07; 0.1342; 0.0000; 0.0002; 0.0000;1.84; 0.1353; 0.7304; 0.0019; 0.0326;1.2; 0.1388; 0.1127; 0.0001; 0.0000;2.4;0.393699275;0.046211891; 0.044596961; true;1.5;0.067864781;0.002166612; 0.064789455; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;0.55; 0.456484; 0.102691;0.0005164529999999999; 1.7228e-05; true;2.6; 0.449777; 0.103566;0.08723631;1.1157679; 0.82614; true;0.65; 0.45522; 0.103026;0.004585594;0.001746483; 0.0860689; true;TO; 0.451325; 0.103665;0.78; 0.0966; 0.0000; 0.0005; 0.0001;1.04; 0.0970; 0.2083; 0.0104; 0.0066;0.95; 0.1003; 0.1439; 0.0004; 0.0003;2.39;0.461484954;0.032773181; 0.052666334; true;1.57;0.06363144800000001;0.012211152000000001; 0.160776056; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;ERR;ERR;ERR;ERR;ERR;0.19; NOT EMPTY;0.37; 0.303673; 0.0739105;0.000560774; 1.6598e-05; true;0.48; 0.202366; 0.0507635;0.03734576;0.16439420000000002; 0.0136259; true;0.39; 0.303593; 0.0746046;0.003103881;0.0018102080000000002; 0.00364001; true;TO; 0.202853; 0.0511477;1.06; 0.1103; 0.0000; 0.0008; 0.0002;1.19; 0.1128; 0.0491; 0.0200; 0.0013;0.81; 0.0646; 0.0198; 0.0004; 0.0001;1.7;0.18976458599999999;0.032160882; 0.049339441; true;1.22;0.056741418;0.010079975; 0.005477477; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;0.21; 0.165333; 0.0541023;0.0003938960000000001; 2.0798e-05; true;0.27; 0.166355; 0.0529195;0.049381724;4.5883999999999996e-05; 0.00777062; true;0.23; 0.162406; 0.0523467;0.0025539350000000002;0.001341848; 0.00369257; true;TO; 0.164184; 0.0534176;1.08; 0.0697; 0.0000; 0.0008; 0.0002;0.9; 0.0392; 0.0180; 0.0329; 0.0006;1.07; 0.0677; 0.0319; 0.0032; 0.0008;1.62;0.187306378;0.069357561; 0.011217916; true;1.13;0.042887595;0.004848249; 0.004050313; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;0.24; 0.175799; 0.0658523;0.000732856; 1.793e-05; true;0.73; 0.16821; 0.0670575;0.07605347;0.23661116; 0.169987; true;0.25; 0.167401; 0.0655608;0.003926139;0.001930762; 0.00336674; true;TO; 0.167842; 0.0659545;1.02; 0.0723; 0.0000; 0.0010; 0.0003;1.21; 0.0718; 0.0683; 0.1425; 0.0014;1.08; 0.0733; 0.0574; 0.0033; 0.0005;1.78;0.232448269;0.09282154299999999; 0.027432589; true;1.03;0.035360986999999997;0.0023515809999999997; 0.00278687; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;0.16; 0.138962; 0.031308;0.000661328; 0.000246599; true;0.2; 0.138201; 0.0315265;0.01441511;0.017300379999999997; 0.00859712; true;0.15; 0.124205; 0.0215458;0.000498485;0.001133074; 0.00189096; true;TO; 0.140397; 0.0320342;0.73; 0.0304; 0.0000; 0.0003; 0.0001;0.75; 0.0312; 0.0084; 0.0293; 0.0003;0.74; 0.0300; 0.0078; 0.0004; 0.0001;1.45;0.18368507199999998;0.028826485000000002; 0.008486491; true;1.01;0.039604922;0.002685519; 0.002563567; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.06; 0.0594973; 0.010703; 0.0003; 0.0001;0.18; NOT EMPTY;0.26; 0.222538; 0.0483214;4.9621e-05; 4.672e-05; true;0.3; 0.22976; 0.0499548;0.02591152;0.004206799000000001; 0.00378361; true;0.28; 0.226315; 0.0493869;0.0014245920000000001;0.0007141070000000001; 0.00330454; true;TO; 0.230089; 0.0498842;1.02; 0.0801; 0.0000; 0.0002; 0.0000;1.07; 0.0820; 0.0238; 0.0049; 0.0009;1.04; 0.0792; 0.0202; 0.0002; 0.0001;1.39;0.15336253;0.042841037000000005; 0.007137823; true;1.03;0.049806069999999994;0.0020549759999999996; 0.006900306; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.46; 0.418882; 0.0622623; 0.0020; 0.0002;0.3; NOT EMPTY;1.72; 1.46562; 0.290201;0.000116033; 1.6988e-05; true;2.02; 1.48671; 0.293371;0.16894457999999998;0.044523839999999995; 0.0713341; true;2.02; 1.48575; 0.290847;0.009481849;0.000728441; 0.27327; true;TO; 1.48557; 0.293811;1.51; 0.5731; 0.0000; 0.0004; 0.0001;5.18; 0.5803; 3.5650; 0.0028; 0.1239;2.66; 0.5706; 1.1591; 0.0006; 0.0001;4.59;1.5671073990000002;0.055215742; 0.032906922; true;3.06;0.21632443899999998;0.002597103; 0.519571791; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.04; 0.0714164; 0.00606471; 0.0002; 0.0000;0.2; NOT EMPTY;0.17; 0.145386; 0.030524;4.791e-06; 1.8907e-05; true;0.18; 0.151995; 0.0308859;0.009531686999999999;0.000170944; 0.00136763; true;0.13; 0.125817; 0.0209994;0.000370913;0.00046331500000000006; 0.00125603; true;TO; 0.148054; 0.0312917;0.87; 0.0318; 0.0000; 0.0000; 0.0000;1.04; 0.0547; 0.0115; 0.0003; 0.0005;1.07; 0.0570; 0.0117; 0.0001; 0.0000;1.66;0.186463039;0.058951705; 0.01465674; true;1.14;0.049443846;0.002307693; 0.003505463; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.12; 0.0970635; 0.0204222; 0.0008; 0.0001;0.23; NOT EMPTY;0.43; 0.347355; 0.0867174;3.8925e-05; 2.5305e-05; true;0.53; 0.349612; 0.0877001;0.07698825200000001;0.004748799; 0.0210632; true;0.47; 0.345989; 0.0844839;0.004003452;0.000675247; 0.0225201; true;TO; 0.347022; 0.0864224;1.07; 0.1295; 0.0000; 0.0000; 0.0000;1.77; 0.1298; 0.6275; 0.0003; 0.0321;1.17; 0.1289; 0.1014; 0.0001; 0.0000;2.35;0.466949989;0.071226389; 0.058474301; true;1.57;0.198754783;0.001980577; 0.059755636; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.14; 0.124549; 0.0268783; 0.0014; 0.0012;0.23; NOT EMPTY;0.61; 0.476981; 0.123642;0.001263344; 1.4928e-05; true;1.74; 0.722735; 0.187107;0.17963044;0.60806336; 0.00408723; true;0.93; 0.719113; 0.184883;0.009225955;0.00546512; 0.00247592; true;TO; 0.740827; 0.18872;1.26; 0.2613; 0.0000; 0.0039; 0.0004;TO;MISSING;MISSING;MISSING;MISSING;1.39; 0.2613; 0.1142; 0.0028; 0.0006;2.06;0.31679647099999997;0.071871838; 0.018400394; true;1.25;0.080586039;0.0034470190000000004; 0.001457561; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.23; EMPTY;0.58; 0.439254; 0.122058;0.00865788; 0.00276182; false;4.23; 0.437559; 0.120388;0.11435545999999999;2.1055897; 1.35736; false;0.65; 0.431374; 0.118745;0.005820211;0.02238825; 0.0601733; false;TO; 0.451085; 0.125805;0.87; 0.0980; 0.0000; 0.0015; 0.0005;TO;MISSING;MISSING;MISSING;MISSING;1.41; 0.1657; 0.1341; 0.0030; 0.0014;2.98;0.486860974;0.125802259; 0.045212517; true;1.34;0.061670963999999995;0.010420402; 0.005135454; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;0.36; 0.318824; 0.0461015;6.113e-06; 1.5928e-05; true;0.49; 0.402417; 0.0698282;0.025847137;0.00041324600000000003; 0.00400224; true;0.31; 0.266607; 0.0482386;0.000943153;0.0006602719999999999; 0.00193976; true;TO; 0.409346; 0.0708178;0.96; 0.0845; 0.0000; 0.0000; 0.0000;1.46; 0.1372; 0.0379; 0.1068; 0.0009;1.3; 0.1360; 0.0268; 0.0001; 0.0000;1.9;0.276849774;0.039676761000000005; 0.014303979; true;1.38;0.057075613;0.0025934210000000003; 0.008602877; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;0.73; 0.556249; 0.161923;0.00958707; 0.000874826; true;1.76; 0.535503; 0.15711;0.17229672000000001;0.7717350000000001; 0.0607343; true;0.76; 0.531895; 0.154613;0.00882349;0.023845210000000002; 0.0325975; true;TO; 0.384813; 0.106317;1.29; 0.2116; 0.0000; 0.0050; 0.0006;2.78; 0.2087; 0.7335; 0.7385; 0.0190;1.47; 0.2035; 0.1764; 0.0044; 0.0008;2.69;0.44761188799999996;0.060610996; 0.051400786; true;1.79;0.0819403;0.025917905; 0.092846444; true
