name;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-800-rhs.mata;0.29; 0.239303; 0.070916; 0.000451; 0.000553; 8.2e-05; false; 0.320996
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-850-rhs.mata;0.51; 0.440908; 0.110721; 0.000994; 0.001666; 0.00032; false; 0.573967
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-900-rhs.mata;0.35; 0.265507; 0.091136; 0.001124; 0.00136; 0.000221; false; 0.381035
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_sat-950-rhs.mata;0.56; 0.474705; 0.125584; 0.000748; 0.00109; 0.000176; false; 0.620352
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;0.05; 0.050294; 0.017518; 0.000123; 0.000148; 5.5e-05; false; 0.071016
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;0.5; 0.408332; 0.123655; 0.001175; 0.001322; 0.000236; false; 0.556047
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;0.09; 0.080571; 0.021351; 0.000204; 0.00021; 4.9e-05; false; 0.106144
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;0.1; 0.101688; 0.016612; 0.000124; 0.000107; 3.9e-05; false; 0.12136
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;0.1; 0.086183; 0.024846; 0.000185; 0.000283; 8.9e-05; false; 0.115685
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;0.19; 0.163216; 0.044078; 0.000368; 0.000303; 9.1e-05; false; 0.21438
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;0.12; 0.101583; 0.032827; 0.000205; 0.00017; 6.8e-05; false; 0.138804
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;0.15; 0.126229; 0.037519; 0.000255; 0.000218; 7.7e-05; false; 0.168815
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;0.27; 0.22603; 0.059555; 0.00048; 0.000375; 0.00012; false; 0.293942
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;0.02; 0.015153; 0.007107; 3.9e-05; 2.7e-05; 1.1e-05; false; 0.024012
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;0.23; 0.208878; 0.039388; 0.000316; 0.000294; 9.7e-05; false; 0.254501
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;0.34; 0.287057; 0.069015; 0.000682; 0.000637; 9e-05; false; 0.367548
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;0.27; 0.194306; 0.084461; 0.000776; 0.001102; 0.000186; false; 0.294969
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;0.24; 0.192372; 0.059448; 0.00043; 0.000609; 7.6e-05; false; 0.263653
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;0.34; 0.312682; 0.054166; 0.000414; 0.000526; 9e-05; false; 0.376241
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;0.46; 0.39329; 0.096494; 0.000898; 0.000651; 0.000107; false; 0.50506
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;0.4; 0.2985; 0.114121; 0.001025; 0.001009; 0.000193; false; 0.433472
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;0.32; 0.257506; 0.076622; 0.000543; 0.000759; 0.000126; false; 0.346495
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;0.55; 0.484714; 0.10559; 0.000572; 0.000767; 0.000119; false; 0.604398
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;0.45; 0.366862; 0.103626; 0.001251; 0.001445; 0.00024; false; 0.496094
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.03; 0.02847; 0.011923; 8.3e-05; 4.6e-05; 2e-05; false; 0.042127
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;0.57; 0.473748; 0.135279; 0.001254; 0.001289; 0.000161; false; 0.632512
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.04; 0.042079; 0.012511; 8.8e-05; 7.4e-05; 2.8e-05; false; 0.056584
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.13; 0.105638; 0.035509; 0.000261; 0.00025; 5.8e-05; false; 0.146808
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.15; 0.130001; 0.034717; 0.000286; 0.000209; 7.3e-05; false; 0.17025
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.11; 0.092874; 0.030707; 0.00017; 0.000216; 6.6e-05; false; 0.128553
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.2; 0.170063; 0.049189; 0.000362; 0.000296; 0.000103; false; 0.226169
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.15; 0.128269; 0.039208; 0.000229; 0.000256; 8.3e-05; false; 0.172669
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;0.28; 0.230958; 0.066392; 0.00057; 0.000463; 0.000141; false; 0.307963
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.02; 0.025877; 0.009575; 6.6e-05; 4e-05; 1.6e-05; false; 0.037439
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;0.22; 0.195486; 0.047398; 0.000304; 0.00026; 0.000101; false; 0.249514
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;0.2; 0.163622; 0.055129; 0.000357; 0.000537; 9.3e-05; false; 0.227311
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;0.38; 0.312384; 0.080705; 0.000881; 0.001727; 0.000292; false; 0.413743
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;0.41; 0.344989; 0.085782; 0.000817; 0.000953; 0.000176; false; 0.445797
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;0.42; 0.348642; 0.087705; 0.001046; 0.001381; 0.000167; false; 0.455345
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;0.28; 0.226538; 0.076415; 0.00043; 0.000657; 0.000105; false; 0.314539
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;0.46; 0.405215; 0.083883; 0.000514; 0.00047; 7.8e-05; false; 0.501987
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;0.3; 0.250124; 0.075063; 0.000495; 0.00068; 9e-05; false; 0.336732
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;0.57; 0.485081; 0.116056; 0.001199; 0.001634; 0.000166; false; 0.628493
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;0.45; 0.378019; 0.099225; 0.000574; 0.00093; 0.000163; false; 0.494313
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.06; 0.052142; 0.015717; 0.000127; 8.1e-05; 3.1e-05; false; 0.070458
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;0.41; 0.3056; 0.12551; 0.00057; 0.000963; 0.000194; false; 0.448589
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.09; 0.076011; 0.024899; 0.000161; 0.000119; 4e-05; false; 0.104418
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.11; 0.104738; 0.025127; 0.000236; 0.000152; 5.6e-05; false; 0.133848
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.15; 0.131268; 0.034902; 0.000296; 0.000194; 7.1e-05; false; 0.171429
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.1; 0.086373; 0.024898; 0.000185; 0.000139; 5.7e-05; false; 0.115115
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.18; 0.135445; 0.046974; 0.000408; 0.000379; 0.000102; false; 0.19023
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;0.24; 0.207213; 0.054723; 0.00049; 0.000328; 0.000117; false; 0.271612
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;0.23; 0.220106; 0.035925; 0.000258; 0.000238; 8.7e-05; false; 0.261777
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.03; 0.026318; 0.010149; 6.1e-05; 4.7e-05; 1.6e-05; false; 0.038643
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.17; 0.151941; 0.038774; 0.000281; 0.000265; 9.7e-05; false; 0.196886
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.26; 0.214163; 0.073884; 0.000677; 0.000821; 0.000129; false; 0.300098
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;0.35; 0.298527; 0.073716; 0.000734; 0.000755; 9.6e-05; false; 0.387269
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;0.4; 0.336153; 0.087872; 0.000759; 0.000604; 9.3e-05; false; 0.437143
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;0.42; 0.356453; 0.095471; 0.000397; 0.000461; 7.5e-05; false; 0.461752
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;0.27; 0.21938; 0.064162; 0.000484; 0.000742; 0.000116; false; 0.295017
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;0.29; 0.239803; 0.071412; 0.000565; 0.000767; 9.9e-05; false; 0.324673
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;0.38; 0.352887; 0.06992; 0.000498; 0.000603; 0.000101; false; 0.434943
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;0.37; 0.319638; 0.071473; 0.000503; 0.000468; 8.5e-05; false; 0.402014
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;0.35; 0.288257; 0.076347; 0.000585; 0.000869; 0.000101; false; 0.37669
