name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-0.111-runtime;mata-0.111-mataparsing;mata-0.111-mataminterm;mata-0.111-intersection;mata-0.111-trim;mata-0.111-inclusion_check;mata-0.111-inclusion_check_result;mata-0.111-overall;mata-0.112-runtime;mata-0.112-mataparsing;mata-0.112-mataminterm;mata-0.112-intersection;mata-0.112-trim;mata-0.112-inclusion_check;mata-0.112-inclusion_check_result;mata-0.112-overall;mata-0.113-runtime;mata-0.113-mataparsing;mata-0.113-mataminterm;mata-0.113-intersection;mata-0.113-trim;mata-0.113-inclusion_check;mata-0.113-inclusion_check_result;mata-0.113-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.025437; 0.015618;0.00023700000000000001;8.2e-05; 6.7e-05; true; 0.044202;0.03; 0.02449; 0.014235;0.00018800000000000002;6.500000000000001e-05; 8e-06; true; 0.041739;0.03; 0.025329; 0.014414;0.000134;7.500000000000001e-05; 7e-06; true; 0.042487;0.03; 0.023752; 0.014594;0.000232;8.4e-05; 8.7e-05; true; 0.041801
/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.018975; 0.009547;0.000232;0.00014; 0.000128; false; 0.030758;0.03; 0.029068; 0.014124;0.000441;0.00017999999999999998; 5.8e-05; false; 0.046744;0.02; 0.016518; 0.008859;0.000225;9.3e-05; 8e-05; false; 0.027303;0.04; 0.030734; 0.014786;0.000448;0.00016999999999999999; 0.000303; false; 0.049206
/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.04; 0.042016; 0.014867;0.000156;4.6e-05; 2.1e-05; true; 0.059411;0.04; 0.040051; 0.015354;0.00015099999999999998;4.2999999999999995e-05; 7e-06; true; 0.057707;0.03; 0.023552; 0.010847;7.9e-05;4e-05; 8e-06; true; 0.035989;0.02; 0.022718; 0.011189;7.9e-05;2.7000000000000002e-05; 1.2e-05; true; 0.035358
/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.09; 0.075563; 0.030765;0.000311;8.7e-05; 0.000392; true; 0.113094;0.09; 0.076726; 0.032093;0.000313;6.4e-05; 8e-06; true; 0.11394;0.06; 0.04195; 0.018095;0.000157;5.8e-05; 7e-06; true; 0.06346;0.09; 0.07462; 0.028688;0.000308;6.4e-05; 0.000403; true; 0.108738
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata;0.01; 0.017495; 0.008629;1e-05;8e-06; 3.3e-05; true; 0.027428;0.03; 0.031468; 0.013006;1.5e-05;1.3000000000000001e-05; 1e-05; true; 0.046381;0.02; 0.018377; 0.010134;8e-06;6e-06; 5e-06; true; 0.029885;0.04; 0.030723; 0.013812;1.4000000000000001e-05;1.1e-05; 5e-05; true; 0.046458
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.017595; 0.009637;8e-06;1e-05; 6.8e-05; true; 0.02868;0.02; 0.017329; 0.009727;1e-05;1.1000000000000001e-05; 7e-06; true; 0.028332;0.02; 0.018348; 0.009362;1.4e-05;9e-06; 5e-06; true; 0.029091;0.02; 0.018734; 0.009362;1.2000000000000002e-05;9e-06; 5.1e-05; true; 0.029467
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.04; 0.033734; 0.016527;2.1000000000000002e-05;1.3000000000000001e-05; 6.9e-05; true; 0.052985;0.04; 0.032116; 0.014738;1.5e-05;1.8e-05; 8e-06; true; 0.048972;0.04; 0.033313; 0.015612;1.4e-05;8e-06; 7e-06; true; 0.051066;0.04; 0.034549; 0.016828;1.5e-05;9e-06; 7e-05; true; 0.053336
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.14; 0.100876; 0.047422;2.1000000000000002e-05;1.1e-05; 0.000842; true; 0.155865;0.13; 0.099138; 0.042258;1.8e-05;9.999999999999999e-06; 9e-06; true; 0.147713;0.1; 0.082685; 0.029609;1.7e-05;1e-05; 8e-06; true; 0.116707;0.09; 0.056891; 0.044687;2e-05;9.999999999999999e-06; 0.00078; true; 0.109588
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.01; 0.01181; 0.009749;4.9e-05;2e-05; 1.9e-05; true; 0.02332;0.01; 0.006503; 0.006494;2.8e-05;1.2e-05; 6e-06; true; 0.014149;0.0; 0.006921; 0.006629;2.8e-05;1.3000000000000001e-05; 5e-06; true; 0.014718;0.01; 0.012414; 0.010461;5.1e-05;2e-05; 2.3e-05; true; 0.024894
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.01; 0.013677; 0.008742;0.000124;4.3e-05; 6.8e-05; true; 0.024444;0.03; 0.024624; 0.013977;0.000208;6.3e-05; 1e-05; true; 0.041505;0.02; 0.013846; 0.008827;0.000127;4.1e-05; 1.7e-05; true; 0.02516;0.02; 0.015445; 0.013965;0.00024400000000000002;7.500000000000001e-05; 0.000127; true; 0.033001
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.02; 0.013462; 0.008111;3.9e-05;2.5e-05; 4.3e-05; true; 0.022767;0.01; 0.009926; 0.011133;5.4e-05;2.8000000000000003e-05; 9e-06; true; 0.023043;0.02; 0.015656; 0.011133;5.099999999999999e-05;2.2000000000000003e-05; 6e-06; true; 0.028649;0.01; 0.009627; 0.007841;4.1e-05;2.5e-05; 5.3e-05; true; 0.018787
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.07; 0.054381; 0.021131;0.00033099999999999997;9.8e-05; 0.000455; true; 0.07979;0.03; 0.030935; 0.012846;0.000205;9e-05; 6e-05; true; 0.04625;0.07; 0.053363; 0.02289;0.000318;9.4e-05; 8.5e-05; true; 0.080609;0.06; 0.054872; 0.018779;0.00021999999999999998;7.7e-05; 0.000291; true; 0.076736
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.06; 0.044783; 0.02883;8.499999999999999e-05;2.1e-05; 0.000408; true; 0.078441;0.07; 0.070462; 0.017706;4.8e-05;1.4000000000000001e-05; 7e-06; true; 0.090954;0.09; 0.07178; 0.028145;8.3e-05;2e-05; 8e-06; true; 0.104437;0.09; 0.068443; 0.028309;8.999999999999999e-05;2.3e-05; 0.000464; true; 0.10221
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.09; 0.077015; 0.02474;0.000104;3.0000000000000004e-05; 0.00022; true; 0.105614;0.08; 0.062436; 0.025787;0.000113;4.800000000000001e-05; 1.1e-05; true; 0.092348;0.07; 0.068506; 0.017078;0.00011;2.9e-05; 8e-06; true; 0.088005;0.09; 0.077791; 0.024633;9.8e-05;3.0000000000000004e-05; 0.000199; true; 0.106253
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.02; 0.017896; 0.009664;5.9e-05;1.9e-05; 3e-05; true; 0.028782;0.03; 0.029931; 0.012866;8.6e-05;3.7000000000000005e-05; 8e-06; true; 0.044847;0.02; 0.020581; 0.008852;4.5e-05;1.9e-05; 6e-06; true; 0.030784;0.04; 0.030924; 0.01302;7.9e-05;3.2e-05; 3e-05; true; 0.045891
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.03; 0.023059; 0.013161;0.000136;4.4e-05; 4.5e-05; true; 0.038725;0.02; 0.013082; 0.009276;0.000144;5.2000000000000004e-05; 8e-06; true; 0.024848;0.02; 0.01902; 0.011979;0.00014199999999999998;4.4e-05; 7e-06; true; 0.033492;0.02; 0.015519; 0.012537;0.000142;6.7e-05; 4.7e-05; true; 0.03074
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.01; 0.01653; 0.01015;3.6e-05;3.0000000000000004e-05; 6.2e-05; true; 0.028283;0.02; 0.023094; 0.007275;2.4e-05;1.6e-05; 6e-06; true; 0.031539;0.03; 0.024007; 0.011517;3.7000000000000005e-05;2.2e-05; 8e-06; true; 0.037346;0.02; 0.020831; 0.00764;2.4e-05;2.4e-05; 3.9e-05; true; 0.029618
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.01; 0.011123; 0.00911;4.4e-05;1.3000000000000001e-05; 4e-05; true; 0.021812;0.01; 0.010925; 0.007911;2.6e-05;1.4e-05; 7e-06; true; 0.020315;0.01; 0.012205; 0.008961;1.9e-05;1.1e-05; 6e-06; true; 0.022227;0.0; 0.006403; 0.007456;2.8e-05;1.6e-05; 2.7e-05; true; 0.015282
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.04; 0.029109; 0.017099;1.1000000000000001e-05;7e-06; 0.000296; true; 0.049316;0.07; 0.050828; 0.027457;1.8e-05;1.1e-05; 1e-05; true; 0.083574;0.06; 0.051952; 0.026416;1.3000000000000001e-05;7e-06; 8e-06; true; 0.082528;0.04; 0.029053; 0.017608;1.4000000000000001e-05;8e-06; 0.000326; true; 0.050193
/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.1; 0.08515; 0.029387;0.000188;5e-05; 0.000342; true; 0.11996;0.11; 0.085967; 0.033931;0.000199;5.5e-05; 8e-06; true; 0.125063;0.08; 0.055365; 0.03457;0.00018999999999999998;4.9999999999999996e-05; 8e-06; true; 0.094807;0.06; 0.050023; 0.022102;0.000109;3.3e-05; 0.000245; true; 0.075366
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.13; 0.11775; 0.035046;1e-05;5.999999999999999e-06; 0.000258; true; 0.157426;0.09; 0.06984; 0.028091;9e-06;4e-06; 8e-06; true; 0.102098;0.16; 0.121978; 0.048277;1.3000000000000001e-05;7e-06; 9e-06; true; 0.177534;0.15; 0.123205; 0.049282;1.2e-05;8e-06; 0.000498; true; 0.180462
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.03; 0.022498; 0.01341;1.1000000000000001e-05;6e-06; 4.9e-05; true; 0.038045;0.05; 0.041787; 0.02161;1.5e-05;9e-06; 9e-06; true; 0.06698;0.03; 0.022656; 0.013207;1.5e-05;1e-05; 7e-06; true; 0.039219;0.03; 0.021627; 0.014114;1.1000000000000001e-05;4.9999999999999996e-06; 4.7e-05; true; 0.038126
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.09; 0.079488; 0.029571;2.5e-05;1.3000000000000001e-05; 0.000113; true; 0.113082;0.1; 0.079257; 0.028918;2.1000000000000002e-05;1e-05; 8e-06; true; 0.111893;0.06; 0.046126; 0.018427;1.4000000000000001e-05;6e-06; 6e-06; true; 0.066817;0.05; 0.043915; 0.020815;2.3e-05;1.3000000000000001e-05; 0.000127; true; 0.06862
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.03; 0.022055; 0.013149;2.3e-05;1e-05; 6e-05; true; 0.037411;0.03; 0.022653; 0.012635;2.5e-05;1.3000000000000001e-05; 1.1e-05; true; 0.037845;0.03; 0.022706; 0.009889;1.3000000000000001e-05;8e-06; 6e-06; true; 0.033953;0.02; 0.023051; 0.012514;3.1e-05;1.1000000000000001e-05; 6.1e-05; true; 0.037676
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.55; 0.465274; 0.12944;0.000208;7.199999999999999e-05; 0.000289; true; 0.611026;0.54; 0.458439; 0.121003;0.000233;6.4e-05; 9e-06; true; 0.594149;0.36; 0.303878; 0.084243;0.000129;4.0999999999999994e-05; 5e-06; true; 0.39712;0.45; 0.362901; 0.107477;0.000121;4.2e-05; 0.000173; true; 0.4807
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.02; 0.016834; 0.009448;1.2e-05;8e-06; 6.6e-05; true; 0.027983;0.04; 0.031562; 0.015476;3.2000000000000005e-05;1.2e-05; 8e-06; true; 0.049913;0.02; 0.015917; 0.009068;1.1000000000000001e-05;8e-06; 5e-06; true; 0.026583;0.02; 0.016413; 0.009588;1.3000000000000001e-05;9e-06; 7.5e-05; true; 0.027837
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.04; 0.030647; 0.016216;1.8e-05;1e-05; 8.2e-05; true; 0.050066;0.04; 0.030356; 0.016923;1.9e-05;1.3000000000000001e-05; 9e-06; true; 0.05109;0.02; 0.016042; 0.009827;1.2000000000000002e-05;7e-06; 5e-06; true; 0.027794;0.04; 0.0318; 0.017059;2.2000000000000003e-05;1.1000000000000001e-05; 8.2e-05; true; 0.052305
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.02; 0.015173; 0.010187;1.2e-05;8e-06; 8e-05; true; 0.027142;0.01; 0.014653; 0.008999;1.1000000000000001e-05;9e-06; 7e-06; true; 0.025144;0.04; 0.028301; 0.016064;1.7e-05;1.3e-05; 1.2e-05; true; 0.047147;0.02; 0.014857; 0.009183;1e-05;7e-06; 6.6e-05; true; 0.025669
/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.018282; 0.010657;1.1000000000000001e-05;7e-06; 8.7e-05; true; 0.030676;0.04; 0.031621; 0.016795;1.8e-05;1.1e-05; 9e-06; true; 0.051292;0.02; 0.017396; 0.010844;1.1000000000000001e-05;1.6e-05; 7e-06; true; 0.029952;0.02; 0.017515; 0.010976;1.3000000000000001e-05;8.000000000000001e-06; 9.2e-05; true; 0.030388
/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;0.08; 0.058531; 0.02401;1.1e-05;1.5e-05; 9.4e-05; true; 0.086474;0.04; 0.032772; 0.015065;7e-06;4.9999999999999996e-06; 7e-06; true; 0.050075;0.07; 0.048776; 0.024605;1.2e-05;5.999999999999999e-06; 1e-05; true; 0.077716;0.06; 0.052503; 0.021287;1e-05;7e-06; 0.000111; true; 0.077373
/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;0.03; 0.023406; 0.011934;2.3e-05;1.4999999999999999e-05; 6.6e-05; true; 0.037264;0.02; 0.014165; 0.008865;1.5000000000000002e-05;8e-06; 7e-06; true; 0.024377;0.01; 0.013854; 0.008578;1.3000000000000001e-05;8e-06; 6e-06; true; 0.023663;0.03; 0.025515; 0.014385;1.9e-05;1.1000000000000001e-05; 6.8e-05; true; 0.042121
/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;0.03; 0.024901; 0.012549;3.2e-05;1.4000000000000001e-05; 1.2e-05; true; 0.039253;0.02; 0.015789; 0.010616;3.5e-05;1.6e-05; 8e-06; true; 0.028555;0.03; 0.015183; 0.014664;6.8e-05;2.9e-05; 8e-06; true; 0.033133;0.02; 0.014182; 0.009002;3.2999999999999996e-05;1.3000000000000001e-05; 1.4e-05; true; 0.025074
/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.02; 0.013907; 0.010954;1.1000000000000001e-05;7e-06; 9.5e-05; true; 0.026886;0.01; 0.008393; 0.008373;8e-06;4e-06; 9e-06; true; 0.018413;0.01; 0.012673; 0.008022;8e-06;4e-06; 8e-06; true; 0.022387;0.02; 0.012546; 0.012114;1.2e-05;7e-06; 9.6e-05; true; 0.027023
/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.05; 0.041346; 0.0268;1e-05;7e-06; 0.000272; true; 0.072262;0.08; 0.066466; 0.023885;1e-05;6.999999999999999e-06; 9e-06; true; 0.093783;0.05; 0.040465; 0.01632;7e-06;3e-06; 5e-06; true; 0.058972;0.08; 0.069014; 0.023957;1e-05;5.999999999999999e-06; 0.000263; true; 0.096958
/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.35; 0.266011; 0.113883;1e-05;8e-06; 0.001469; true; 0.394081;0.32; 0.254609; 0.091258;1.8e-05;9e-06; 1.4e-05; true; 0.359607;0.32; 0.264456; 0.075353;7e-06;5.999999999999999e-06; 7e-06; true; 0.34757;0.33; 0.298869; 0.070465;2e-05;5.999999999999999e-06; 0.001429; true; 0.378848
/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.05; 0.045666; 0.013743;2.7e-05;1.3000000000000001e-05; 3.9e-05; true; 0.06115;0.08; 0.067173; 0.025303;5.099999999999999e-05;1.9e-05; 8e-06; true; 0.095615;0.08; 0.067498; 0.025793;5.3e-05;1.8e-05; 8e-06; true; 0.096502;0.09; 0.072434; 0.031803;5.8e-05;2.2000000000000003e-05; 7.3e-05; true; 0.108063
/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.1; 0.07534; 0.033215;6.5e-05;2.7e-05; 8.7e-05; true; 0.112388;0.09; 0.072468; 0.0292;6.2e-05;2.4999999999999998e-05; 7e-06; true; 0.105132;0.09; 0.073525; 0.029218;6.4e-05;2.6000000000000002e-05; 7e-06; true; 0.106653;0.06; 0.056775; 0.01815;3.9999999999999996e-05;1.9999999999999998e-05; 6.2e-05; true; 0.077199
/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.03; 0.022875; 0.016695;2.8e-05;1.1000000000000001e-05; 3.5e-05; true; 0.043;0.04; 0.037706; 0.015305;1.9e-05;9e-06; 7e-06; true; 0.055162;0.04; 0.026364; 0.018807;3.399999999999999e-05;1.2000000000000002e-05; 7e-06; true; 0.048797;0.03; 0.028922; 0.013034;2.7000000000000002e-05;1.1000000000000001e-05; 3.6e-05; true; 0.045027
/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.34; 0.291; 0.074608;0.000107;3.7999999999999995e-05; 9.5e-05; true; 0.378504;0.48; 0.406376; 0.112733;0.000126;3.9e-05; 8e-06; true; 0.533538;0.47; 0.402766; 0.106134;0.00010099999999999999;3.6e-05; 9e-06; true; 0.521429;0.26; 0.219057; 0.067584;6.4e-05;2.4e-05; 6.9e-05; true; 0.294674
