name;mata-0.111-runtime;mata-0.111-mataparsing;mata-0.111-mataminterm;mata-0.111-inclusion_check;mata-0.111-inclusion_check_result;mata-0.111-overall;mata-0.112-runtime;mata-0.112-mataparsing;mata-0.112-mataminterm;mata-0.112-inclusion_check;mata-0.112-inclusion_check_result;mata-0.112-overall;mata-0.113-runtime;mata-0.113-mataparsing;mata-0.113-mataminterm;mata-0.113-inclusion_check;mata-0.113-inclusion_check_result;mata-0.113-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T212-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T212-rhs.mata;0.29; 0.21094; 0.093924; 0.000748; false; 0.324716;0.28; 0.207013; 0.087254; 0.002004; false; 0.314808;0.29; 0.20457; 0.083958; 0.003309; false; 0.311282
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T213-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T213-rhs.mata;0.28; 0.204433; 0.084889; 0.000819; false; 0.309236;0.27; 0.202338; 0.083035; 3.8e-05; false; 0.304906;0.26; 0.202794; 0.083526; 0.002731; false; 0.305477
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T215-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T215-rhs.mata;0.28; 0.213797; 0.089124; 0.00069; false; 0.321948;0.3; 0.211542; 0.090835; 0.008768; false; 0.330666;0.29; 0.211333; 0.08693; 0.003252; false; 0.320646
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T217-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T217-rhs.mata;0.28; 0.210772; 0.087376; 0.000537; false; 0.316957;0.3; 0.210712; 0.086412; 0.008687; false; 0.324572;0.29; 0.212219; 0.088946; 0.002965; false; 0.321397
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T219-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T219-rhs.mata;0.29; 0.209856; 0.089584; 0.000489; false; 0.316581;0.29; 0.212216; 0.087268; 0.009244; false; 0.327099;0.28; 0.209231; 0.084224; 0.003086; false; 0.316161
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T224-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T224-rhs.mata;0.28; 0.205834; 0.084021; 0.000565; false; 0.308147;0.27; 0.203879; 0.083144; 0.001527; false; 0.308236;0.26; 0.20019; 0.080576; 0.003245; false; 0.300572
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T23-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T23-rhs.mata;0.27; 0.205508; 0.083193; 0.00067; false; 0.305741;0.28; 0.207048; 0.085254; 0.001933; false; 0.311834;0.29; 0.206757; 0.082246; 0.002792; false; 0.308751
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T231-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T231-rhs.mata;0.27; 0.201405; 0.083898; 0.000526; false; 0.302545;0.26; 0.200622; 0.084734; 0.000317; false; 0.304588;0.28; 0.20403; 0.083739; 0.00313; false; 0.307668
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T232-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T232-rhs.mata;0.28; 0.204105; 0.085688; 0.000502; false; 0.306517;0.26; 0.200572; 0.084122; 0.000103; false; 0.302208;0.26; 0.196701; 0.079624; 0.003139; false; 0.297744
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T233-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T233-rhs.mata;0.39; 0.280012; 0.119729; 0.000541; false; 0.428159;0.38; 0.272973; 0.118387; 4.3e-05; false; 0.417336;0.38; 0.273788; 0.118165; 0.004529; false; 0.420501
