name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1792.0.mata;0.05; 0.04779; 0.005352; 0.000404; 0.000166; false; 0.059754;0.11; 0.090545; 0.015488; 0.002842; 0.000197; 0.000109; false; 0.119503
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1795.0.mata;0.1; 0.089695; 0.011045; 0.000793; 0.000285; false; 0.112875;0.11; 0.093636; 0.01448; 0.002801; 0.00021; 0.000102; false; 0.121321
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1798.0.mata;0.05; 0.048209; 0.005449; 0.000409; 0.000193; false; 0.060831;0.06; 0.047727; 0.008254; 0.00139; 0.000118; 5.3e-05; false; 0.063206
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;0.1; 0.092344; 0.010952; 0.000659; 0.000283; false; 0.115203;0.1; 0.088357; 0.013267; 0.00274; 0.000188; 0.0001; false; 0.11455
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;0.07; 0.06244; 0.008852; 0.000876; 0.000236; false; 0.080339;0.04; 0.031977; 0.006338; 0.001391; 0.000129; 3.8e-05; false; 0.044123
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;0.02; 0.019868; 0.003561; 0.000224; 9.4e-05; false; 0.02596;0.01; 0.015632; 0.002609; 0.001099; 0.000113; 3.6e-05; false; 0.021169
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;0.04; 0.037437; 0.003855; 0.000303; 0.000108; false; 0.046225;0.07; 0.06092; 0.013339; 0.002855; 0.000268; 0.000141; false; 0.08479
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;0.04; 0.032251; 0.007286; 0.000645; 0.000244; false; 0.045602;0.07; 0.062238; 0.011043; 0.001519; 0.000152; 0.0001; false; 0.081793
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;0.07; 0.060012; 0.008623; 0.000915; 0.000307; false; 0.077599;0.07; 0.062; 0.009518; 0.001514; 0.000166; 9.2e-05; false; 0.081
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;0.07; 0.060886; 0.006974; 0.000589; 0.000203; false; 0.076536;0.04; 0.036884; 0.008067; 0.001553; 0.000158; 0.000102; false; 0.051466
