name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;7.11;1.551783403;0.26632255299999996; 0.267271606; true; 0.561518762; 2.660415458;4.17;0.455551508;0.009222692000000001; 0.360059801; true; 0.410050229; 1.283282753;0.37; 0.244453; 0.143;9.4e-05;1.1000000000000001e-05; 1.1e-05; true; 0.410675;0.26; 0.16099; 0.073892;0.038348999999999994;2.7000000000000002e-05;9e-06; 9e-06; true; 0.28693;0.38; 0.255442; 0.137222;7.599999999999999e-05;1e-05; 1e-05; true; 0.413789
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;8.53;3.238429627;0.10857125200000001; 0.034760554; true; 0.173163924; 4.181743387;5.05;0.336420918;0.006482567999999999; 0.723243181; true; 0.750746618; 1.59559257;0.63; 0.484891; 0.186645;0.00030500000000000004;0.00011599999999999999; 1.5e-05; true; 0.709105;0.76; 0.490921; 0.198384;0.09963899999999999;0.000177;6.1000000000000005e-05; 1.3e-05; true; 0.831771;0.56; 0.420196; 0.16846;0.00015999999999999999;7.5e-05; 8e-06; true; 0.609992
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;5.07;0.9377329;0.24631650299999996; 0.058757897; true; 0.317664164; 1.548290358;2.73;0.250310814;0.013933052999999999; 0.010357873; true; 0.036439082; 0.609138662;0.25; 0.179872; 0.082603;0.00032700000000000003;0.000104; 1e-05; true; 0.27721;0.3; 0.178369; 0.087651;0.04631199999999999;9.199999999999999e-05;3.1e-05; 1e-05; true; 0.326914;0.24; 0.162565; 0.087725;0.00035800000000000003;0.000129; 1e-05; true; 0.265814
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.13; 0.10232; 0.0403;0.000224;0.00017099999999999998; 9e-06; true; 0.14764;0.1; 0.075541; 0.026624;0.006888999999999999;0.00010499999999999999;3.5999999999999994e-05; 9e-06; true; 0.113909;0.07; 0.057578; 0.026469;0.000211;9.7e-05; 8e-06; true; 0.088197
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;3.46;0.6523514380000001;0.076460861; 0.024389455; true; 0.108130949; 0.99971419;1.85;0.129582971;0.019948272; 0.001294463; true; 0.029680869; 0.590894997;0.12; 0.090809; 0.046578;0.000323;0.000118; 1.1e-05; true; 0.145008;0.12; 0.083226; 0.037382;0.011948000000000002;0.00014099999999999998;3.7000000000000005e-05; 1.1e-05; true; 0.139824;0.12; 0.098195; 0.040526;0.000326;0.00012; 1e-05; true; 0.145631
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;2.79;0.466953844;0.07638677599999999; 0.016530545; true; 0.101706308; 0.727925405;1.9;0.10663367000000001;0.008122639; 0.002915523; true; 0.041220059; 0.350958646;0.12; 0.091148; 0.036722;0.000174;0.00011999999999999999; 9e-06; true; 0.132265;0.13; 0.093123; 0.038461;0.010697;0.000126;3.4e-05; 9e-06; true; 0.148567;0.07; 0.054643; 0.024717;0.000165;0.00010999999999999999; 8e-06; true; 0.082986
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata;7.52;1.5144059810000001;0.8755738640000001; 0.123388711; true; 1.006195715; 2.95370499;5.12;0.5700904499999999;0.47304271200000003; 0.070748662; true; 0.553067262; 1.788746989;0.78; 0.452063; 0.210238;0.053798;0.022638; 0.020658; true; 0.839147;16.27; 0.47815; 0.209701;15.555372;0.028395;0.011084; 0.004747; true; 16.3465;0.86; 0.451422; 0.222103;0.08193700000000001;0.029279; 0.045218; true; 0.921259
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;7.64;1.3263271340000002;0.45688774099999996; 0.205187297; true; 0.702275667; 2.565304087;4.07;0.32615267400000003;0.135042515; 0.001316529; true; 0.15781244; 0.922971251;0.64; 0.387706; 0.184363;0.053284;0.019518999999999998; 1.4e-05; true; 0.692665;4.17; 0.407842; 0.162962;3.6071429999999998;0.018518;0.0040750000000000005; 1e-05; true; 4.23963;0.54; 0.31886; 0.163967;0.05278;0.017747000000000002; 1.2e-05; true; 0.590088
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;10.97;0.834053489;2.980686756; 2.81622412; true; 5.829707896; 7.052390523;3.75;0.395102026;0.068741711; 0.006594605; true; 0.084650457; 1.233141251;0.53; 0.416242; 0.132452;0.006413;0.001825; 8e-06; true; 0.582987;1.64; 0.463896; 0.198896;0.9941790000000001;0.004192;0.0010249999999999999; 8e-06; true; 1.70793;0.47; 0.278404; 0.168206;0.014053999999999999;0.003258; 1.2e-05; true; 0.504449
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;4.63;1.1199256819999999;0.100461031; 0.062527417; true; 0.196705892; 1.532691391;2.96;0.134270056;0.011002111000000002; 0.326274356; true; 0.36919445; 0.723609965;0.16; 0.112062; 0.064017;0.000564;0.000198; 1.1e-05; true; 0.190529;0.25; 0.157264; 0.07066;0.031431;0.00017299999999999998;4.2e-05; 1e-05; true; 0.271552;0.21; 0.151228; 0.067994;0.000512;0.000126; 9e-06; true; 0.229345
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;3.26;0.720205205;0.085757207; 0.032395179; true; 0.136199134; 1.065912759;1.81;0.134702071;0.016755435; 0.011999505; true; 0.062976846; 0.524720236;0.17; 0.129018; 0.047977;0.00030900000000000003;7.000000000000001e-05; 1.4e-05; true; 0.184656;0.2; 0.118831; 0.05553;0.032679;0.000236;7.000000000000001e-05; 1.8e-05; true; 0.221797;0.13; 0.089278; 0.049553;0.000513;0.00011499999999999999; 1e-05; true; 0.146454
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;2.83;0.45256328599999995;0.090967728; 0.016376372; true; 0.113745649; 0.829609105;1.61;0.081688895;0.028939918000000002; 0.010937145; true; 0.060281802; 0.308479561;0.12; 0.087087; 0.039124;0.000594;0.00018099999999999998; 1.2e-05; true; 0.133269;0.1; 0.076741; 0.023315;0.011027;0.000158;3.8e-05; 8e-06; true; 0.116138;0.1; 0.081972; 0.034309;0.00051;0.00013; 9e-06; true; 0.121808
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut9.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata;4.59;0.7991359840000001;0.23594804300000002; 0.079939607; true; 0.338541169; 1.375572039;2.37;0.127191197;0.202938731; 0.056992769; true; 0.281047659; 0.70580098;0.17; 0.11889; 0.05346;0.004878;0.001753; 9e-06; true; 0.191087;0.21; 0.118149; 0.051277;0.04837600000000001;0.001349;0.000343; 1e-05; true; 0.229423;0.17; 0.118509; 0.051769;0.004864;0.0018139999999999999; 9e-06; true; 0.18729
/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;6.39;1.7147220459999999;0.14362907700000002; 0.11108941; true; 0.276702527; 2.436804257;3.97;0.49294644300000007;0.056410074; 0.195903917; true; 0.277033108; 1.321258045;0.57; 0.496583; 0.104854;0.001625;0.0006010000000000001; 9e-06; true; 0.617619;0.7; 0.484515; 0.170065;0.062314999999999995;0.000782;0.000206; 2.1e-05; true; 0.747842;0.38; 0.282992; 0.11618;0.0034820000000000003;0.001131; 1e-05; true; 0.422935
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;8.92;1.4395683389999998;0.36646307899999997; 0.572910997; true; 0.96530627; 3.009117229;5.73;0.509581147;0.89577758; 0.017554635; true; 0.933152144; 1.932125236;0.69; 0.424074; 0.197251;0.05348;0.017214; 1e-05; true; 0.771547;4.49; 0.396704; 0.138076;4.023924;0.012411;0.0034879999999999998; 1.1e-05; true; 4.61226;0.7; 0.447912; 0.175593;0.055264;0.018871999999999996; 1.1e-05; true; 0.774396
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;6.96;1.3389578030000002;0.562801634; 0.181049693; true; 0.780006153; 2.540600357;4.45;0.49917688400000004;0.284905874; 0.002728839; true; 0.303976711; 1.548145784;0.53; 0.340916; 0.148504;0.031816;0.011434; 1.1e-05; true; 0.584411;1.18; 0.309477; 0.155816;0.716155;0.010414999999999999;0.0023940000000000003; 6e-06; true; 1.23046;0.55; 0.355784; 0.15942;0.044659;0.011448999999999999; 1.4e-05; true; 0.620111
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;6.68;1.072862675;0.545509081; 0.236661013; true; 0.792414798; 2.257069823;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.51; 0.358337; 0.169407;0.006107;0.002423; 8e-06; true; 0.568656;2.07; 0.383099; 0.160969;1.5380880000000001;0.0026650000000000003;0.000777; 1.2e-05; true; 2.11545;0.35; 0.222183; 0.138818;0.005559;0.002499; 1.2e-05; true; 0.387397
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata;5.84;1.042617805;0.376251976; 0.112225821; true; 0.496174691; 1.90287284;2.91;0.24852927000000002;0.003756273; 0.002490474; true; 0.013109036; 0.722200291;0.37; 0.267533; 0.117275;8.2e-05;1.3e-05; 1.1e-05; true; 0.409647;0.61; 0.35969; 0.122973;0.16575900000000002;3.5999999999999994e-05;9.999999999999999e-06; 1e-05; true; 0.665587;0.43; 0.35393; 0.124038;7.099999999999999e-05;1e-05; 9e-06; true; 0.497711
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;5.8;0.987625568;0.407614299; 0.218778467; true; 0.633842609; 1.884354597;2.89;0.20845046300000003;0.035813168; 6.37767E-4; true; 0.057376782; 0.652678094;0.37; 0.32938; 0.074577;8.1e-05;9e-06; 9e-06; true; 0.422317;0.61; 0.339448; 0.118713;0.17719500000000002;3.4e-05;9e-06; 1e-05; true; 0.651013;0.41; 0.333795; 0.112976;7.699999999999999e-05;9e-06; 1.1e-05; true; 0.463118
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata;7.19;1.228309528;0.23912326100000003; 0.144896821; true; 0.433285965; 2.213872231;3.81;0.520496048;0.050319272000000005; 0.002892951; true; 0.075415519; 1.268585909;0.51; 0.300719; 0.191482;0.018123999999999998;0.004259000000000001; 1.2e-05; true; 0.562528;1.6; 0.280834; 0.190185;1.136915;0.007312000000000001;0.001779; 8e-06; true; 1.65993;0.58; 0.384826; 0.20597;0.014554;0.0039759999999999995; 1.1e-05; true; 0.663451
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;7.59;1.256866176;0.272368911; 0.082047277; true; 0.361874853; 2.337303334;4.02;0.496168382;0.036027576; 0.060748471; true; 0.10459142; 1.080403285;0.66; 0.440391; 0.221364;0.010010000000000002;0.002763; 1.4e-05; true; 0.720618;1.24; 0.421252; 0.193403;0.629244;0.004151;0.0010890000000000001; 1.2e-05; true; 1.2933;0.57; 0.396678; 0.176719;0.007195;0.002731; 1e-05; true; 0.628247
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;6.61;0.781798091;0.445308283; 0.402135077; true; 0.857344106; 1.909815237;2.61;0.164798184;0.072680871; 0.003898094; true; 0.084221959; 0.544082722;0.4; 0.311018; 0.109933;0.012202;0.006086; 9e-06; true; 0.45788;0.62; 0.306714; 0.104758;0.237685;0.006652;0.002139; 8e-06; true; 0.677281;0.42; 0.331156; 0.092;0.01851;0.006757; 1.3e-05; true; 0.4657
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;4.88;0.801892888;0.407506142; 0.060661197; true; 0.4868465; 1.682052723;2.63;0.228936599;0.12352455700000001; 0.014970136; true; 0.166137709; 0.746064316;0.37; 0.306723; 0.086294;0.008953;0.0024679999999999997; 8e-06; true; 0.415204;0.5; 0.30839; 0.078817;0.135837;0.0037240000000000003;0.000999; 2.9e-05; true; 0.539458;0.4; 0.322328; 0.095112;0.010842;0.003212; 9e-06; true; 0.444224
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;5.23;0.729121496;0.210068747; 0.262985197; true; 0.493263207; 1.552350345;2.28;0.12912818799999998;0.050192277; 0.01437598; true; 0.090988688; 0.489180733;0.39; 0.345539; 0.085683;0.003467;0.000763; 1e-05; true; 0.444441;0.53; 0.347443; 0.098291;0.125594;0.0018729999999999999;0.000405; 1.1e-05; true; 0.583399;0.4; 0.361154; 0.084164;0.003761;0.000905; 1.2e-05; true; 0.45877
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;4.8;0.749204392;0.19979385600000002; 0.061721452; true; 0.273925461; 1.29895899;2.44;0.26332647699999995;0.014591607000000001; 0.007324279; true; 0.037428281; 0.583346317;0.35; 0.308424; 0.082688;0.000777;0.000188; 8e-06; true; 0.402075;0.43; 0.273689; 0.090518;0.10633400000000001;0.0005980000000000001;0.000123; 1.1e-05; true; 0.482461;0.41; 0.340627; 0.093701;0.001069;0.000248; 1e-05; true; 0.446706
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;7.39;1.1086739570000002;0.41676019400000003; 0.29004848; true; 0.714636188; 2.126115988;4.18;0.43280049000000004;0.009074144000000001; 0.347723674; true; 0.375169244; 1.373912829;0.51; 0.396284; 0.132724;0.00044200000000000006;8.8e-05; 1.7e-05; true; 0.560749;0.76; 0.399473; 0.169286;0.212468;0.00039099999999999996;0.00011300000000000001; 1.3e-05; true; 0.811145;0.54; 0.406759; 0.172412;0.00039200000000000004;9.9e-05; 1e-05; true; 0.60929
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;7.52;2.468646916;0.264312732; 0.153975035; true; 0.425471447; 3.347832826;5.05;0.366011914;0.018532695999999998; 0.998494182; true; 1.059159476; 1.958669517;0.78; 0.613938; 0.218974;0.0030280000000000003;0.0010819999999999998; 9e-06; true; 0.857136;1.03; 0.673067; 0.215707;0.18151499999999998;0.001996;0.000442; 1.2e-05; true; 1.10512;0.86; 0.666169; 0.222206;0.006874;0.0022530000000000002; 1.2e-05; true; 0.926812
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;8.16;1.4807836880000003;0.292079274; 0.305173772; true; 0.627542163; 2.625586696;4.32;0.705059627;0.021458167; 0.170480397; true; 0.212491633; 1.445581934;0.57; 0.369029; 0.19887;0.017995999999999998;0.007259000000000001; 1.2e-05; true; 0.64314;1.14; 0.380862; 0.214786;0.572511;0.005338;0.001379; 1e-05; true; 1.22345;0.58; 0.381455; 0.20728;0.016078000000000002;0.006064; 1e-05; true; 0.645499
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;5.35;0.85886542;0.17854698200000002; 0.095641243; true; 0.288756368; 1.535927947;2.77;0.17298359199999996;0.022618425; 0.003385503; true; 0.034296848; 0.521806197;0.36; 0.270052; 0.106161;0.00641;0.001921; 1e-05; true; 0.402994;0.58; 0.32822; 0.114919;0.17932299999999998;0.0021460000000000003;0.000437; 1e-05; true; 0.645156;0.43; 0.335223; 0.111393;0.007369;0.003406; 9e-06; true; 0.47594
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;6.08;1.376673478;0.19389830700000002; 0.118490056; true; 0.31863739; 1.973743126;3.74;0.255230944;0.005810268999999999; 0.238324248; true; 0.251111128; 1.063805563;0.51; 0.413328; 0.142511;0.00013199999999999998;1.1e-05; 1e-05; true; 0.573928;0.67; 0.389328; 0.136824;0.168847;8.499999999999999e-05;1.9e-05; 1.2e-05; true; 0.716346;0.5; 0.377644; 0.142633;0.000127;1.3000000000000001e-05; 8e-06; true; 0.540264
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;6.35;1.0163889259999999;0.323471091; 0.2773627; true; 0.608478426; 2.175432303;3.87;0.5349679249999999;0.017869541; 0.11687771; true; 0.155651338; 1.253141169;0.5; 0.393065; 0.149648;7.4e-05;1.1e-05; 1.1e-05; true; 0.569394;0.73; 0.35222; 0.152321;0.249938;4.4999999999999996e-05;1.5e-05; 1.3e-05; true; 0.782;0.48; 0.371438; 0.135326;5.3e-05;9e-06; 1e-05; true; 0.533967
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;3.33;0.303280203;0.029012467; 0.011174195; true; 0.075967461; 0.79720527;0.42; 0.32685; 0.123484;0.0027839999999999996;0.0005980000000000001; 1e-05; true; 0.474139;0.81; 0.300212; 0.127511;0.399769;0.0014889999999999999;0.00038700000000000003; 1e-05; true; 0.851871;0.39; 0.34379; 0.089653;0.001782;0.00034; 7e-06; true; 0.447498
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut9.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.56; 0.339403; 0.140514;0.046306;0.012267; 1.5e-05; true; 0.610856;51.56; 0.348663; 0.135801;51.405187;0.02506;0.006141; 1.5e-05; true; 51.9658;0.56; 0.364804; 0.122114;0.049392;0.018434; 1.4e-05; true; 0.615567
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut9.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;10.29;1.513293174;1.9262987370000002; 1.230162894; true; 3.1771374; 5.226667298;5.03;0.36337350399999996;0.478147797; 0.086371343; true; 0.587100122; 1.52279553;0.54; 0.337588; 0.135364;0.031636000000000004;0.01499; 1e-05; true; 0.589962;35.72; 0.386103; 0.159885;35.440598;0.011732999999999999;0.006198; 1.1e-05; true; 36.0621;0.57; 0.394329; 0.134687;0.044143;0.016467; 9e-06; true; 0.634229
/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata;2.8;0.661959662;0.08309614700000001; 0.031207182; true; 0.162303438; 1.133390371;2.02;0.175888518;0.009817502; 0.067992336; true; 0.11135484; 0.622623204;0.14; 0.108412; 0.046716;0.00039600000000000003;9.400000000000001e-05; 1e-05; true; 0.162615;0.16; 0.114138; 0.048768;0.008908000000000001;0.00015299999999999998;3.7e-05; 1.4e-05; true; 0.179062;0.15; 0.113593; 0.045617;0.00040500000000000003;8.599999999999999e-05; 9e-06; true; 0.165846
