name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07947.mata;0.01; 0.007031; 0.001599; 0.000134; 3.8e-05; false; 0.010647;0.02; 0.005874; 0.014275; 0.001581; 0.000224; 0.000114; false; 0.023915;0.02; 0.006028; 0.000498; 0.005417; 0.002116; 0.001641; false; 0.017773
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08001.mata;0.02; 0.016147; 0.008318; 0.000391; 5.4e-05; false; 0.028066;0.04; 0.016017; 0.010615; 0.008337; 0.00032; 4.5e-05; false; 0.038572;0.04; 0.015391; 0.000857; 0.010884; 0.003874; 0.003594; false; 0.036992
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08023.mata;0.03; 0.024705; 0.003707; 0.000396; 4.8e-05; false; 0.035072;0.03; 0.025476; 0.000512; 0.003832; 0.000451; 5.2e-05; false; 0.036805;0.05; 0.025803; 0.002133; 0.010002; 0.004832; 0.004485; false; 0.051954
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08029.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08074.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08114.mata;0.41; 0.099025; 0.282539; 0.010133; 0.000637; false; 0.432282;0.53; 0.093777; 0.126356; 0.272511; 0.015969; 0.000578; false; 0.549226;0.99; 0.091321; 0.005211; 0.755896; 0.075253; 0.076503; false; 1.01328
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08116.mata;0.01; 0.003569; 0.003003; 0.000502; 8.5e-05; false; 0.010228;0.01; 0.003798; 0.011852; 0.002662; 0.000578; 4.3e-05; false; 0.021793;0.02; 0.003504; 0.000359; 0.008338; 0.004823; 0.004395; false; 0.023444
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08118.mata;0.31; 0.324088; 0.003047; 0.000165; 0.00016; false; 0.367811;0.54; 0.320514; 0.227198; 0.002303; 0.000154; 0.000153; false; 0.577355;0.37; 0.321203; 0.020775; 0.021774; 0.002345; 0.00172; false; 0.402775
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08130.mata;0.0; 0.002042; 0.000228; 2.2e-05; 1.9e-05; false; 0.002883;0.0; 0.001732; 0.001695; 0.000232; 2.3e-05; 2.1e-05; false; 0.004274;0.0; 0.001763; 0.000127; 0.00119; 0.000687; 0.000218; false; 0.005198
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08186.mata;0.49; 0.516479; 0.005115; 0.000132; 8e-05; false; 0.561879;0.59; 0.535465; 0.066741; 0.001725; 0.000155; 0.000194; false; 0.663576;0.62; 0.545048; 0.045415; 0.052508; 0.002087; 0.001434; false; 0.687307
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08189.mata;0.02; 0.008938; 0.009333; 0.000909; 3.7e-05; false; 0.022163;0.02; 0.008497; 0.004425; 0.009364; 0.000566; 3.4e-05; false; 0.025526;0.03; 0.008838; 0.000505; 0.017083; 0.005278; 0.003908; false; 0.037843
