name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;0.35; 0.260855; 0.104348; 0.000919; 0.00101; 0.00016; false; 0.382259;0.5; 0.41342; 0.104146; 0.001072; 0.001291; 0.000208; false; 0.536646;0.38; 0.318073; 0.070633;0.002158; 0.00216; 0.004932; 0.00405; false; 0.412079
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;0.49; 0.435608; 0.095546; 0.00052; 0.000475; 8.6e-05; false; 0.542824;0.54; 0.45223; 0.104517; 0.001167; 0.001438; 0.000282; false; 0.585689;0.36; 0.248385; 0.100498;0.0037920000000000002; 0.003516; 0.0077; 0.007618; false; 0.385148
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;0.51; 0.449498; 0.083736; 0.000571; 0.000743; 0.000112; false; 0.547786;0.4; 0.29733; 0.118382; 0.001076; 0.001366; 0.000251; false; 0.438812;0.44; 0.314471; 0.109318;0.004274999999999999; 0.003902; 0.008763; 0.009365; false; 0.465131
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;0.51; 0.40484; 0.128261; 0.001206; 0.001422; 0.000237; false; 0.554304;0.47; 0.371701; 0.127411; 0.001177; 0.001087; 0.00017; false; 0.520435;0.62; 0.48858; 0.132573;0.004907; 0.004459; 0.010492; 0.009657; false; 0.680158
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.06; 0.048164; 0.016176; 0.000117; 8.3e-05; 3.1e-05; false; 0.066933;0.03; 0.027488; 0.009784; 6.4e-05; 4.9e-05; 2e-05; false; 0.038883;0.03; 0.029424; 0.011645;0.000265; 0.000594; 0.000779; 0.000483; false; 0.045228
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;0.52; 0.405441; 0.136629; 0.001236; 0.001139; 0.00018; false; 0.565597;0.38; 0.303567; 0.100323; 0.000647; 0.001163; 0.000198; false; 0.421315;0.45; 0.36204; 0.092609;0.003072; 0.003314; 0.01018; 0.010211; false; 0.494361
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.1; 0.080382; 0.0263; 0.000165; 0.000128; 4.3e-05; false; 0.110239;0.09; 0.073269; 0.024084; 0.000178; 0.00011; 4.1e-05; false; 0.100674;0.09; 0.071647; 0.024096;0.000663; 0.001256; 0.001855; 0.001211; false; 0.104338
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.12; 0.103033; 0.029936; 0.000234; 0.000202; 6.1e-05; false; 0.137274;0.11; 0.100773; 0.017228; 0.00012; 8.8e-05; 3.8e-05; false; 0.120641;0.08; 0.063378; 0.020444;0.000557; 0.000841; 0.001272; 0.000969; false; 0.090486
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.16; 0.128977; 0.040451; 0.000339; 0.000338; 8.2e-05; false; 0.177365;0.15; 0.126718; 0.040129; 0.000317; 0.000332; 7.8e-05; false; 0.173877;0.1; 0.076432; 0.028306;0.000733; 0.001018; 0.001534; 0.001247; false; 0.11335
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.18; 0.152064; 0.043092; 0.000362; 0.000229; 8.9e-05; false; 0.20128;0.1; 0.089497; 0.02562; 0.000178; 0.00023; 6.2e-05; false; 0.119704;0.19; 0.153959; 0.041758;0.001321; 0.001564; 0.002669; 0.0024; false; 0.208837
