name;automata-runtime;automata-construction;automata-trim;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T130-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T130-rhs.mata;0.18;0.0884941;0.009051400000000001; 0.0399144000; False; 0.0513158000; 0.1788988000;1.01;0.06760229999999999;0.005693; 0.0283010000; False; 0.0356470000; 0.1592838000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T131-rhs.mata;0.13;0.0903308;0.0059753; 0.0267674000; False; 0.0346922000; 0.1628510000;0.76;0.0390482;0.008637800000000001; 0.0436835000; False; 0.0549247000; 0.1309260000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T132-rhs.mata;0.15;0.054903499999999994;0.0080319; 0.0393852000; False; 0.0496647000; 0.1704580000;0.95;0.0415349;0.008647499999999999; 0.0454332000; False; 0.0567612000; 0.1510192000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T133-rhs.mata;0.24;0.1473552;0.0106847; 0.0419116000; False; 0.0550516000; 0.2934200000;1.07;0.043127399999999996;0.007150699999999999; 0.0396934000; False; 0.0486927000; 0.1318337000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T134-rhs.mata;0.23;0.16112390000000001;0.0207449; 0.0282361000; False; 0.0515552000; 0.2545327000;1.1;0.0785995;0.0112658; 0.0616409000; False; 0.0757220000; 0.2162679000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T17-rhs.mata;0.1;0.042168199999999996;0.0057445; 0.0268620000; False; 0.0342928000; 0.1023991000;0.92;0.0433348;0.0084614; 0.0437701000; False; 0.0544889000; 0.1522388000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T19-rhs.mata;0.18;0.10839499999999999;0.0095869; 0.0455195000; False; 0.0577667000; 0.2147139000;0.84;0.0418606;0.0082742; 0.0413253000; False; 0.0521270000; 0.1435018000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T20-rhs.mata;0.31;0.22460070000000001;0.007955499999999999; 0.0235330000; False; 0.0332384000; 0.2967911000;1.49;0.1210547;0.0127259; 0.0377033000; False; 0.0530987000; 0.2479251000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T210-rhs.mata;0.26;0.1929107;0.0085302; 0.0265221000; False; 0.0367509000; 0.2563480000;1.58;0.1161511;0.011457; 0.0389549000; False; 0.0524993000; 0.2420104000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T211-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T211-rhs.mata;0.3;0.2237575;0.008162800000000001; 0.0349113000; False; 0.0448718000; 0.3041336000;1.42;0.1274764;0.0140319; 0.0582666000; False; 0.0750161000; 0.2769239000
