name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-construction;mata-intersection;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-inclusion_check;awali-inclusion_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-inclusion;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-inclusion
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11; 0.1341; 0.0000; 0.0007; 0.0002;1.38; 0.1482; 0.0445; 0.0411; 0.0016;1.22; 0.1365; 0.0205; 0.0005; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.18; 0.16743; 0.0187033; 0.0002; 0.0000;0.13; NOT EMPTY;0.39; 0.322239; 0.0606951;0.004596888;1.4453e-05; 1.9071e-05; true;0.28; 0.217503; 0.0413237;0.026142463999999997;9.443300000000001e-05; 0.00104881; true;0.4; 0.326946; 0.0615621;0.0022281030000000004;0.0007370860000000001; 0.00154758; true;TO; 0.227119; 0.061398;1.19; 0.1152; 0.0000; 0.0000; 0.0000;1.21; 0.1151; 0.0203; 0.0568; 0.0003;1.18; 0.1151; 0.0260; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.17; 1.01244; 0.160104; 0.0073; 0.0002;0.36; NOT EMPTY;2.15; 1.60061; 0.498724;0.047833838999999996;5.68e-06; 2.7801e-05; true;3.29; 1.6501; 0.513109;0.843177728;2.8213999999999998e-05; 0.24051; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 1.61701; 0.501808;1.68; 0.7039; 0.0000; 0.0001; 0.0000;23.84; 0.6976; 22.1042; 0.0553; 0.1388;4.08; 0.5157; 2.7800; 0.0001; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.2; 0.185371; 0.0220189; 0.0005; 0.0000;0.23; NOT EMPTY;0.41; 0.341538; 0.0745786;0.005466459;5.456e-06; 2.2058e-05; true;0.49; 0.345706; 0.073954;0.062446453;4.9786e-05; 0.00902722; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.336263; 0.0714089;0.77; 0.0719; 0.0000; 0.0000; 0.0000;0.89; 0.0735; 0.0274; 0.0846; 0.0008;0.97; 0.1270; 0.0447; 0.0001; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11; 0.0995; 0.0000; 0.0002; 0.0001;1.22; 0.1115; 0.0217; 0.0264; 0.0005;1.14; 0.1074; 0.0236; 0.0004; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.12; 0.11793; 0.0130278; 0.0002; 0.0001;0.13; NOT EMPTY;0.27; 0.227528; 0.0409448;0.0018830659999999999;5.4570000000000004e-06; 1.8364e-05; true;0.29; 0.225348; 0.0410209;0.021289469;4.9510999999999994e-05; 0.00219744; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.270995; 0.0429111;1.09; 0.0830; 0.0000; 0.0002; 0.0001;1.17; 0.0855; 0.0138; 0.0221; 0.0008;1.11; 0.0827; 0.0183; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.21; 0.220894; 0.0208003; 0.0004; 0.0001;0.21; NOT EMPTY;0.41; 0.340202; 0.069922;0.0044876280000000004;4.914e-06; 1.8222e-05; true;0.46; 0.329415; 0.0683933;0.054704760000000005;9.250400000000001e-05; 0.00659189; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.340022; 0.0707117;1.1; 0.1209; 0.0000; 0.0002; 0.0001;1.1; 0.1183; 0.0313; 0.0218; 0.0010;0.78; 0.0708; 0.0173; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;ERR;ERR;ERR;ERR;ERR;0.19; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.1; 0.1109; 0.0000; 0.0000; 0.0000;1.2; 0.1080; 0.0380; 0.0938; 0.0009;1.13; 0.1103; 0.0376; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.02; 0.0558; 0.0000; 0.0003; 0.0001;1.09; 0.0543; 0.0279; 0.0167; 0.0006;1.07; 0.0564; 0.0293; 0.0005; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.13; 0.0677; 0.0000; 0.0002; 0.0001;1.15; 0.0671; 0.0318; 0.0061; 0.0013;1.13; 0.0690; 0.0233; 0.0006; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.12; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.79; 0.0415; 0.0000; 0.0002; 0.0001;0.83; 0.0404; 0.0120; 0.0025; 0.0005;1.15; 0.0712; 0.0205; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.13; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.84; 0.0925; 0.0000; 0.0003; 0.0001;1.7; 0.1630; 0.4923; 0.0058; 0.0128;0.95; 0.0879; 0.1519; 0.0003; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.14; 0.1638; 0.0000; 0.0005; 0.0002;1.66; 0.1628; 0.4641; 0.0158; 0.0124;1.44; 0.1657; 0.2943; 0.0007; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;ERR;ERR;ERR;ERR;ERR;0.33; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11; 0.1215; 0.0000; 0.0003; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.13; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.12; 0.0866; 0.0000; 0.0003; 0.0001;1.18; 0.0860; 0.0478; 0.0036; 0.0008;1.13; 0.0867; 0.0326; 0.0007; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.11; 0.1164; 0.0000; 0.0005; 0.0001;1.85; 0.1128; 0.6707; 0.0047; 0.0318;1.27; 0.1139; 0.1007; 0.0010; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.17; 0.0706; 0.0000; 0.0010; 0.0002;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.32; 0.0776; 0.0000; 0.0017; 0.0003;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.38; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.91; 0.6800; 0.0000; 0.0005; 0.0000;15.93; 0.6683; 14.2234; 0.0047; 0.0718;5.49; 0.3735; 4.3215; 0.0005; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.32; 0.1574; 0.0000; 0.0004; 0.0000;2.12; 0.1595; 0.7523; 0.0114; 0.0345;1.71; 0.1795; 0.1384; 0.0003; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.18; 0.0452; 0.0000; 0.0002; 0.0000;1.29; 0.0470; 0.0132; 0.0096; 0.0004;1.26; 0.0488; 0.0145; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.34; 0.0557; 0.0000; 0.0003; 0.0000;0.99; 0.0299; 0.0107; 0.0059; 0.0002;1.31; 0.0506; 0.0222; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;ERR;ERR;ERR;ERR;ERR;0.15; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.98; 0.0974; 0.0000; 0.0005; 0.0001;2.57; 0.1798; 1.2260; 0.0063; 0.0264;1.68; 0.1820; 0.2372; 0.0019; 0.0010
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.15; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.03; 0.1264; 0.0000; 0.0002; 0.0000;1.64; 0.0956; 0.4956; 0.0011; 0.0179;1.46; 0.1513; 0.1260; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.27; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.22; 0.1034; 0.0000; 0.0006; 0.0001;1.74; 0.1699; 0.4057; 0.0204; 0.0128;1.71; 0.1781; 0.3130; 0.0009; 0.0005
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;ERR;ERR;ERR;ERR;ERR;0.15; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.85; 0.0675; 0.0000; 0.0006; 0.0001;1.14; 0.0690; 0.0241; 0.0100; 0.0007;1.38; 0.1168; 0.0405; 0.0008; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.15; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.16; 0.0763; 0.0000; 0.0010; 0.0003;1.18; 0.0726; 0.0365; 0.0622; 0.0011;1.21; 0.0651; 0.0174; 0.0016; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.24; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.22; 0.0800; 0.0000; 0.0012; 0.0003;1.45; 0.0848; 0.0677; 0.1441; 0.0014;0.95; 0.0483; 0.0338; 0.0035; 0.0006
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.96; 0.0341; 0.0000; 0.0004; 0.0001;1.32; 0.0594; 0.0180; 0.0598; 0.0006;1.38; 0.0611; 0.0168; 0.0009; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.08; 0.077607; 0.00760925; 0.0003; 0.0001;0.14; NOT EMPTY;0.19; 0.159522; 0.0307524;0.0012172139999999999;7.6933e-05; 3.0539e-05; true;0.25; 0.158856; 0.042065;0.02281954;0.02152136; 0.00713941; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.235742; 0.0459938;1.35; 0.0881; 0.0000; 0.0002; 0.0001;0.94; 0.0505; 0.0121; 0.0025; 0.0005;1.29; 0.0923; 0.0202; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.59; 0.571051; 0.0417312; 0.0016; 0.0002;0.35; NOT EMPTY;1.19; 1.01355; 0.177349;0.005139989;0.00043818200000000007; 0.000104622; true;1.38; 1.02279; 0.176943;0.11594478;0.014377899999999999; 0.0439311; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 1.19264; 0.176198;1.7; 0.5893; 0.0000; 0.0006; 0.0001;3.87; 0.3278; 2.6757; 0.0016; 0.0672;2.79; 0.5773; 1.2112; 0.0004; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.09; 0.0861223; 0.00629939; 0.0002; 0.0000;0.24; NOT EMPTY;0.13; 0.111038; 0.0189049;0.00039695599999999996;2.5732000000000004e-05; 1.5718e-05; true;0.18; 0.149627; 0.027673;0.010341732;0.00037410899999999997; 0.00156553; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.202791; 0.0301245;1.08; 0.0522; 0.0000; 0.0000; 0.0000;0.8; 0.0320; 0.0060; 0.0002; 0.0003;0.84; 0.0339; 0.0062; 0.0000; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.22; 0.209171; 0.0222157; 0.0008; 0.0001;0.23; NOT EMPTY;0.42; 0.345003; 0.0763427;0.005898670999999999;6.8235e-05; 2.4932e-05; true;0.52; 0.339817; 0.0756459;0.074207824;0.008149472; 0.0225679; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.22728; 0.0698453;1.15; 0.1329; 0.0000; 0.0003; 0.0000;1.79; 0.1341; 0.6399; 0.0003; 0.0327;1.22; 0.1288; 0.1044; 0.0002; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.43; 0.377322; 0.0546336; 0.0028; 0.0024;0.24; NOT EMPTY;0.71; 0.4904; 0.114334;0.009220473;0.073763802; 1.972e-05; true;1.75; 0.726162; 0.169888;0.18524232000000002;0.6225849899999999; 0.00416417; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.492088; 0.116953;1.21; 0.2478; 0.0000; 0.0037; 0.0004;TO;MISSING;MISSING;MISSING;MISSING;1.43; 0.2670; 0.1196; 0.0028; 0.0007
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.23; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.26; 0.1675; 0.0000; 0.0029; 0.0009;TO;MISSING;MISSING;MISSING;MISSING;1.37; 0.1603; 0.1333; 0.0029; 0.0013
