name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-construction;mata-intersection;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-inclusion_check;awali-inclusion_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-inclusion;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-inclusion
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.37; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.77; 0.6588; 0.0000; 0.0007; 0.0003;9.79; 0.6389; 8.0727; 0.0503; 0.0695;4.06; 0.6501; 2.3604; 0.0011; 0.0014
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.35; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.68; 0.5638; 0.0000; 0.0006; 0.0002;4.49; 0.5943; 2.5943; 0.0921; 0.1301;1.91; 0.3722; 0.4592; 0.0005; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.16; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.44; 0.2270; 0.0000; 0.0009; 0.0003;1.5; 0.2243; 0.2261; 0.0227; 0.0066;1.38; 0.1591; 0.1846; 0.0004; 0.0005
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.27; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.37; 0.1986; 0.0000; 0.0005; 0.0006;1.65; 0.1866; 0.2380; 0.0024; 0.0061;1.22; 0.1137; 0.1220; 0.0004; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;ERR;ERR;ERR;ERR;ERR;0.26; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.39; 0.1991; 0.0000; 0.0022; 0.0019;21.58; 0.1919; 0.8208; 19.6376; 0.0015;1.1; 0.1098; 0.0844; 0.0020; 0.0006
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.19; 0.213664; 0.0239222; 0.0027; 0.0015;0.15; NOT EMPTY;0.46; 0.345808; 0.0783788;0.008554260000000001;0.021264034999999997; 0.000644967; true;3.13; 0.350798; 0.0797335;0.07736673;1.849322; 0.464563; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.519911; 0.116723;1.3; 0.2014; 0.0000; 0.0016; 0.0019;19.22; 0.2130; 0.9800; 17.1840; 0.0010;1.03; 0.1233; 0.1073; 0.0025; 0.0029
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;ERR;ERR;ERR;ERR;ERR;0.14; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.24; 0.1471; 0.0000; 0.0003; 0.0001;2.03; 0.1615; 0.6178; 0.1028; 0.0027;1.44; 0.1515; 0.1712; 0.0006; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.13; 0.113958; 0.0143774; 0.0005; 0.0002;0.21; NOT EMPTY;0.25; 0.202253; 0.0497409;0.003466437;2.7717e-05; 1.9077e-05; true;1.55; 0.201236; 0.0486739;0.04004158;0.7178352800000001; 0.521826; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.199063; 0.0493854;0.8; 0.0461; 0.0000; 0.0002; 0.0001;1.24; 0.0819; 0.0341; 0.0486; 0.0005;0.84; 0.0467; 0.0162; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.24; 0.1012; 0.0000; 0.0003; 0.0001;1.02; 0.0579; 0.0296; 0.0628; 0.0022;1.05; 0.0845; 0.0310; 0.0004; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.38; 0.2179; 0.0000; 0.0024; 0.0003;5.78; 0.2179; 0.9621; 3.4978; 0.0237;1.57; 0.2125; 0.2863; 0.0043; 0.0012
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.14; 0.0799; 0.0000; 0.0018; 0.0002;5.26; 0.0842; 0.3804; 3.8950; 0.0002;1.21; 0.0817; 0.1036; 0.0035; 0.0009
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.22; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.22; 0.1439; 0.0000; 0.0021; 0.0003;7.41; 0.1444; 0.4746; 5.8427; 0.0014;1.08; 0.1405; 0.0848; 0.0019; 0.0008
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata;ERR;ERR;ERR;ERR;ERR;0.21; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.15; 0.1137; 0.0000; 0.0021; 0.0004;4.99; 0.0731; 0.2188; 3.8379; 0.0002;0.91; 0.0676; 0.0598; 0.0020; 0.0008
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.96; 0.1199; 0.0000; 0.0017; 0.0002;5.33; 0.1746; 0.9289; 3.1923; 0.0246;1.53; 0.1992; 0.2916; 0.0044; 0.0013
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;ERR;ERR;ERR;ERR;ERR;0.24; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.16; 0.1955; 0.0000; 0.0025; 0.0003;8.56; 0.1936; 1.6948; 5.6567; 0.0016;1.31; 0.1949; 0.1430; 0.0023; 0.0008
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata;ERR;ERR;ERR;ERR;ERR;0.22; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.14; 0.0767; 0.0000; 0.0014; 0.0003;0.89; 0.0456; 0.0127; 0.0208; 0.0003;0.83; 0.0457; 0.0130; 0.0009; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.15; 0.127918; 0.0182299; 0.0033; 0.0023;0.14; NOT EMPTY;0.35; 0.273416; 0.0710708;0.0065922770000000006;0.003475684; 0.000418117; true;0.71; 0.40899; 0.107711;0.1457861;0.002398956; 0.0354956; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.309088; 0.0723929;0.89; 0.0975; 0.0000; 0.0012; 0.0002;2.16; 0.1650; 0.8837; 0.0397; 0.0394;0.86; 0.0940; 0.0742; 0.0011; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.12; 0.0755; 0.0000; 0.0007; 0.0001;1.26; 0.0751; 0.0219; 0.0616; 0.0007;0.96; 0.0744; 0.0206; 0.0006; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;ERR;ERR;ERR;ERR;ERR;0.12; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.88; 0.0423; 0.0000; 0.0005; 0.0001;1.24; 0.0730; 0.0308; 0.0708; 0.0013;1.12; 0.0729; 0.0246; 0.0008; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.08; 0.0744996; 0.0104583; 0.0006; 0.0004;0.14; NOT EMPTY;0.33; 0.261842; 0.0652245;0.0062404;0.003373806; 2.1684e-05; true;0.43; 0.26492; 0.0645142;0.05785477000000001;0.027065565; 0.00691305; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.272138; 0.0650842;0.85; 0.0612; 0.0000; 0.0007; 0.0001;0.98; 0.0599; 0.0167; 0.0389; 0.0006;0.97; 0.0955; 0.0385; 0.0010; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.12; 0.113561; 0.00780065; 0.0012; 0.0003;0.19; EMPTY;0.21; 0.189013; 0.0331034;0.0009589939999999999;0.00024952000000000004; 5.4201e-05; true;0.23; 0.187355; 0.0348;0.012219174;0.00015426399999999999; 0.00208102; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.190576; 0.0332998;0.74; 0.0403; 0.0000; 0.0002; 0.0000;0.78; 0.0393; 0.0078; 0.0507; 0.0004;0.76; 0.0393; 0.0076; 0.0005; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.17; 0.152134; 0.0182324; 0.0016; 0.0002;0.19; NOT EMPTY;0.33; 0.265662; 0.0645954;0.004872992;0.00020889400000000002; 1.8064e-05; true;0.41; 0.26541; 0.064479;0.06756335;0.001777863; 0.0133508; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.274177; 0.0658383;0.87; 0.1013; 0.0000; 0.0004; 0.0001;1.09; 0.1025; 0.0451; 0.0126; 0.0017;1.11; 0.1030; 0.0444; 0.0006; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.08; 0.0724626; 0.00636586; 0.0004; 0.0002;0.18; NOT EMPTY;0.15; 0.132257; 0.0274372;0.001107462;0.000359216; 1.3952e-05; true;0.18; 0.131195; 0.0273259;0.015216058000000001;0.0075920300000000005; 0.00356381; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.132406; 0.0276491;0.72; 0.0290; 0.0000; 0.0001; 0.0000;0.73; 0.0284; 0.0039; 0.0043; 0.0002;0.74; 0.0297; 0.0061; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut2.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.28; 0.253147; 0.0318885; 0.0023; 0.0016;0.23; NOT EMPTY;0.58; 0.471569; 0.106655;0.011172262999999998;0.001239003; 0.000302732; true;1.51; 0.466431; 0.105148;0.10733224000000001;0.45186214999999996; 0.300697; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.477095; 0.106516;0.82; 0.1042; 0.0000; 0.0004; 0.0001;1.34; 0.1730; 0.4028; 0.0135; 0.0016;1.19; 0.1744; 0.0841; 0.0008; 0.0005
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut2.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.14; 0.137448; 0.0108078; 0.0002; 0.0001;0.19; NOT EMPTY;0.28; 0.241718; 0.0422937;0.001913138;0.00027177500000000003; 0.000154414; true;0.31; 0.240258; 0.0421127;0.022544929999999998;0.002748579; 0.00136139; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.246826; 0.0432441;1.02; 0.0848; 0.0000; 0.0001; 0.0001;1.05; 0.0858; 0.0136; 0.0060; 0.0003;1.13; 0.0868; 0.0154; 0.0003; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.55; 0.553171; 0.0511191; 0.0024; 0.0001;0.19; NOT EMPTY;1.18; 0.963112; 0.217373;0.011063681;0.00020661899999999998; 1.5468e-05; true;1.84; 1.3173; 0.217574;0.233379627;0.0017525310000000003; 0.07114; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.983602; 0.29387;1.6; 0.5878; 0.0000; 0.0005; 0.0054;11.85; 0.5874; 10.1753; 0.0034; 0.1305;3.7; 0.5906; 2.1992; 0.0005; 0.0014
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.97; 0.927081; 0.0617938; 0.0020; 0.0002;0.32; NOT EMPTY;1.73; 1.49543; 0.231883;0.005327912999999999;0.000214778; 3.8587e-05; true;1.85; 1.48234; 0.221677;0.115324708;0.00840857; 0.0362344; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 1.48205; 0.228579;1.46; 0.5399; 0.0000; 0.0005; 0.0011;5.02; 0.5271; 3.4577; 0.0023; 0.1326;2.28; 0.5285; 0.8405; 0.0002; 0.0009
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.23; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.18; 0.1992; 0.0000; 0.0004; 0.0001;1.56; 0.2041; 0.3439; 0.0030; 0.0124;1.43; 0.2020; 0.2470; 0.0003; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.1; 0.095359; 0.00729934; 0.0002; 0.0000;0.2; NOT EMPTY;0.2; 0.177361; 0.0289751;0.001103862;4.777e-05; 1.918e-05; true;0.21; 0.172826; 0.0293755;0.012376555000000001;4.8463e-05; 0.00174086; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.175652; 0.0295265;1.01; 0.0598; 0.0000; 0.0001; 0.0000;1.03; 0.0587; 0.0073; 0.0210; 0.0004;1.01; 0.0602; 0.0102; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.95; 0.0416; 0.0000; 0.0001; 0.0000;1.1; 0.0714; 0.0242; 0.0110; 0.0010;0.79; 0.0430; 0.0103; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;ERR;ERR;ERR;ERR;ERR;0.17; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.05; 0.0629; 0.0000; 0.0001; 0.0000;0.85; 0.0368; 0.0106; 0.0061; 0.0003;0.88; 0.0645; 0.0220; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.09; 0.084312; 0.0079949; 0.0002; 0.0001;0.18; NOT EMPTY;0.18; 0.155237; 0.0315748;0.001618635;0.000138917; 2.1074e-05; true;0.21; 0.153547; 0.0313106;0.019706679999999997;0.004092795000000001; 0.00137671; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.158739; 0.0320536;1.0; 0.0587; 0.0000; 0.0002; 0.0000;1.05; 0.0572; 0.0116; 0.0088; 0.0002;1.03; 0.0589; 0.0132; 0.0006; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.2; 0.179617; 0.0225088; 0.0012; 0.0010;0.2; NOT EMPTY;0.41; 0.33044; 0.0797823;0.006084050999999999;0.003281022; 1.6957e-05; true;0.51; 0.324907; 0.0776103;0.078713436;0.027253803; 0.00305303; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.331637; 0.080177;1.08; 0.1167; 0.0000; 0.0014; 0.0002;2.12; 0.1199; 0.0938; 0.9564; 0.0006;1.12; 0.1200; 0.0457; 0.0014; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;ERR;ERR;ERR;ERR;ERR;0.2; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.01; 0.0806; 0.0000; 0.0010; 0.0001;1.8; 0.1064; 0.0849; 0.6353; 0.0002;0.77; 0.0657; 0.0220; 0.0006; 0.0001
