name;automata-runtime;mata-runtime;mata-mataparsing;mata-construction;mata-compl;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;mona-runtime;mona-mataparsing;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-emptiness;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-complement;pyfado-emptiness;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-complement;pyautomata-lib-emptiness
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_703.0.mata;ERR;0.15; 0.1125; 0.0115588; 0.020542; 4.531e-06; false;0.45; 0.11586; 0.20715; 0.0938493; 0.00204035; false;ERR;TO; 0.113628;1.07; 0.1187; 0.0000; 0.0141; 0.0000;1.69; 0.1194; 0.5960; 0.0040; 0.0606;1.2; 0.1198; 0.1467; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_707.0.mata;ERR;0.26; 0.183613; 0.0178361; 0.0333185; 5.258e-06; false;0.69; 0.182496; 0.319518; 0.143848; 0.00305761; false;ERR;TO; 0.18908;1.05; 0.1170; 0.0000; 0.0142; 0.0000;1.72; 0.1208; 0.6082; 0.0041; 0.0629;1.2; 0.1200; 0.1459; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_71.0.mata;ERR;0.09; 0.0609283; 0.00644307; 0.0156101; 3.706e-06; false;0.23; 0.0615487; 0.0977257; 0.0570148; 0.00290609; false;ERR;TO; 0.0628226;0.99; 0.0422; 0.0000; 0.0066; 0.0000;1.15; 0.0408; 0.1685; 0.0018; 0.0149;1.04; 0.0414; 0.0597; 0.0008; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_713.0.mata;ERR;0.26; 0.183857; 0.0177282; 0.0334702; 5.483e-06; false;0.69; 0.183384; 0.320596; 0.144715; 0.00309463; false;ERR;TO; 0.186242;1.07; 0.1175; 0.0000; 0.0141; 0.0000;1.72; 0.1210; 0.6080; 0.0041; 0.0618;1.17; 0.1209; 0.1459; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_720.0.mata;ERR;0.26; 0.183087; 0.0165323; 0.0346812; 5.649e-06; false;0.65; 0.178679; 0.3046; 0.135406; 0.00290397; false;ERR;TO; 0.181086;1.07; 0.1148; 0.0000; 0.0143; 0.0000;1.68; 0.1109; 0.5922; 0.0040; 0.0619;1.16; 0.1106; 0.1394; 0.0009; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_725.0.mata;ERR;0.26; 0.181444; 0.0165289; 0.0342426; 4.631e-06; false;0.65; 0.179118; 0.305022; 0.132962; 0.00283357; false;ERR;TO; 0.175797;1.07; 0.1143; 0.0000; 0.0144; 0.0000;1.67; 0.1148; 0.5950; 0.0041; 0.0619;0.97; 0.0636; 0.0745; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_728.0.mata;ERR;0.27; 0.186416; 0.0182435; 0.034313; 4.288e-06; false;0.7; 0.187178; 0.322492; 0.146257; 0.00311662; false;ERR;TO; 0.198112;1.07; 0.1198; 0.0000; 0.0144; 0.0000;1.72; 0.1191; 0.6157; 0.0042; 0.0635;1.22; 0.1202; 0.1467; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_73.0.mata;ERR;0.09; 0.0596435; 0.00601966; 0.0143168; 3.725e-06; false;0.22; 0.0595951; 0.0951453; 0.0550411; 0.00305454; false;ERR;TO; 0.0605423;0.89; 0.0273; 0.0000; 0.0037; 0.0000;0.79; 0.0243; 0.0817; 0.0009; 0.0070;0.74; 0.0242; 0.0304; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_744.0.mata;ERR;0.14; 0.0944876; 0.0123255; 0.0167269; 5.691e-06; false;0.36; 0.09369; 0.161365; 0.0782757; 0.00184948; false;ERR;TO; 0.151473;0.75; 0.0563; 0.0000; 0.0068; 0.0000;1.21; 0.0560; 0.4305; 0.0033; 0.0414;1.1; 0.0976; 0.1195; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_746.0.mata;ERR;0.22; 0.152859; 0.0175436; 0.0276522; 5.465e-06; false;0.56; 0.149847; 0.250744; 0.119709; 0.00271336; false;ERR;TO; 0.152257;1.03; 0.0966; 0.0000; 0.0119; 0.0000;1.42; 0.0955; 0.4066; 0.0018; 0.0222;0.81; 0.0557; 0.0621; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_751.0.mata;ERR;0.14; 0.0949167; 0.0115689; 0.0170962; 3.529e-06; false;0.36; 0.0969182; 0.166326; 0.0802902; 0.00188592; false;ERR;TO; 0.0927372;1.06; 0.1008; 0.0000; 0.0122; 0.0000;1.51; 0.0979; 0.4347; 0.0033; 0.0417;1.15; 0.0980; 0.1205; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_753.0.mata;ERR;0.21; 0.153636; 0.0177316; 0.0278363; 5.658e-06; false;0.57; 0.151487; 0.256305; 0.123536; 0.00283686; false;ERR;TO; 0.157643;1.08; 0.0987; 0.0000; 0.0122; 0.0000;1.57; 0.1017; 0.4539; 0.0033; 0.0425;1.19; 0.1022; 0.1252; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_755.0.mata;ERR;0.23; 0.161684; 0.0188863; 0.029296; 5.406e-06; false;0.57; 0.157765; 0.256784; 0.123513; 0.00281472; false;ERR;TO; 0.15684;0.77; 0.0573; 0.0000; 0.0072; 0.0000;1.0; 0.0579; 0.2317; 0.0017; 0.0218;1.15; 0.1014; 0.1249; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_762.0.mata;ERR;0.22; 0.151421; 0.0154058; 0.0289472; 5.524e-06; false;0.53; 0.146138; 0.239474; 0.111687; 0.00274368; false;ERR;TO; 0.147106;1.03; 0.0928; 0.0000; 0.0121; 0.0000;1.51; 0.0949; 0.4307; 0.0033; 0.0428;1.14; 0.0915; 0.1162; 0.0009; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_763.0.mata;ERR;0.22; 0.152552; 0.018126; 0.0284211; 5.331e-06; false;0.57; 0.153775; 0.258355; 0.12306; 0.00283276; false;ERR;TO; 0.15338;1.04; 0.0989; 0.0000; 0.0121; 0.0000;1.21; 0.0547; 0.2269; 0.0017; 0.0220;0.8; 0.0565; 0.0635; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_766.0.mata;ERR;0.12; 0.0893094; 0.0095569; 0.0170028; 3.925e-06; false;0.33; 0.0902867; 0.152546; 0.0711194; 0.0017925; false;ERR;TO; 0.0876462;1.04; 0.0929; 0.0000; 0.0117; 0.0000;1.49; 0.0936; 0.4311; 0.0033; 0.0430;1.12; 0.0920; 0.1146; 0.0009; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_775.0.mata;ERR;0.21; 0.146215; 0.0151001; 0.0284222; 4.684e-06; false;0.53; 0.144813; 0.241418; 0.112049; 0.00286784; false;ERR;TO; 0.143117;0.75; 0.0515; 0.0000; 0.0066; 0.0000;1.48; 0.0908; 0.4188; 0.0032; 0.0417;1.09; 0.0910; 0.1148; 0.0008; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_780.0.mata;ERR;0.17; 0.13121; 0.00928096; 0.0165297; 4.866e-06; false;0.33; 0.0881616; 0.151202; 0.0713237; 0.0018207; false;ERR;TO; 0.147857;1.07; 0.0954; 0.0000; 0.0123; 0.0000;1.5; 0.0942; 0.4255; 0.0033; 0.0419;1.14; 0.0931; 0.1187; 0.0009; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_785.0.mata;ERR;0.23; 0.157794; 0.0183393; 0.0285967; 4.215e-06; false;0.57; 0.154453; 0.258675; 0.123654; 0.00283512; false;ERR;TO; 0.155015;1.06; 0.0994; 0.0000; 0.0121; 0.0000;1.51; 0.0970; 0.4393; 0.0033; 0.0427;1.17; 0.0989; 0.1223; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_788.0.mata;ERR;0.24; 0.16746; 0.0153448; 0.0321882; 5.136e-06; false;0.6; 0.164312; 0.278717; 0.125661; 0.00298973; false;ERR;TO; 0.161915;1.07; 0.1059; 0.0000; 0.0136; 0.0000;1.59; 0.1060; 0.5251; 0.0038; 0.0533;1.17; 0.1054; 0.1345; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_807.0.mata;ERR;0.14; 0.0977521; 0.0113553; 0.0168065; 5.894e-06; false;0.56; 0.150967; 0.251291; 0.119995; 0.00275134; false;ERR;TO; 0.0939111;1.05; 0.0994; 0.0000; 0.0122; 0.0000;1.49; 0.0973; 0.4413; 0.0034; 0.0425;1.15; 0.0987; 0.1216; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_817.0.mata;ERR;0.23; 0.162647; 0.0149112; 0.0315938; 5.397e-06; false;0.59; 0.159265; 0.270529; 0.12124; 0.00290187; false;ERR;TO; 0.165292;1.05; 0.1031; 0.0000; 0.0133; 0.0000;1.23; 0.0592; 0.2758; 0.0019; 0.0290;0.8; 0.0576; 0.0676; 0.0005; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_870.0.mata;ERR;0.2; 0.139359; 0.0130606; 0.0274313; 5.016e-06; false;0.59; 0.140146; 0.23275; 0.192274; 0.00472232; false;ERR;TO; 0.143884;0.8; 0.0524; 0.0000; 0.0069; 0.0000;0.96; 0.0519; 0.2215; 0.0017; 0.0210;0.78; 0.0503; 0.0595; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_887.0.mata;ERR;0.12; 0.0783184; 0.00909326; 0.0199174; 1.2097e-05; false;0.35; 0.0764032; 0.130068; 0.117473; 0.00473734; false;ERR;TO; 0.0798069;1.0; 0.0529; 0.0000; 0.0086; 0.0000;1.23; 0.0528; 0.2368; 0.0023; 0.0215;1.08; 0.0558; 0.0839; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_927.0.mata;ERR;0.09; 0.0670868; 0.00451093; 0.0104877; 3.717e-06; false;0.31; 0.0670532; 0.104732; 0.137612; 0.00183432; false;ERR;TO; 0.0718275;1.01; 0.0512; 0.0000; 0.0053; 0.0000;1.19; 0.0453; 0.1842; 0.0017; 0.0174;1.04; 0.0457; 0.0561; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_947.0.mata;ERR;0.21; 0.153964; 0.0145522; 0.0274545; 3.941e-06; false;0.76; 0.150548; 0.248651; 0.329139; 0.00499096; false;ERR;TO; 0.15508;0.74; 0.0541; 0.0000; 0.0065; 0.0000;1.0; 0.0545; 0.2232; 0.0016; 0.0211;0.81; 0.0540; 0.0597; 0.0006; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1478.0.mata;ERR;0.53; 0.38022; 0.0765536; 0.0229196; 3.379e-06; false;2.42; 0.634016; 1.13054; 0.446221; 0.017754; false;ERR;TO; 0.649996;1.3; 0.3766; 0.0000; 0.0095; 0.0000;1.78; 0.3762; 0.5239; 0.0014; 0.0038;1.45; 0.3752; 0.1988; 0.0021; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1735.0.mata;ERR;0.01; 0.00848768; 0.00113491; 0.000563703; 2.632e-06; false;0.04; 0.0126142; 0.0201545; 0.00916775; 0.000988086; false;ERR;TO; 0.0126039;0.96; 0.0142; 0.0000; 0.0004; 0.0000;0.96; 0.0139; 0.0065; 0.0002; 0.0001;0.96; 0.0142; 0.0068; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1757.0.mata;ERR;0.48; 0.350289; 0.0611829; 0.0202059; 4.268e-06; false;1.27; 0.346603; 0.624177; 0.181784; 0.00915023; false;ERR;TO; 0.351201;1.1; 0.2114; 0.0000; 0.0054; 0.0000;1.38; 0.2160; 0.2581; 0.0009; 0.0015;1.25; 0.2084; 0.1094; 0.0013; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2147.0.mata;ERR;0.03; 0.0242271; 0.00319324; 0.0015844; 2.877e-06; false;0.09; 0.0235033; 0.0388017; 0.0209924; 0.00193475; false;ERR;TO; 0.0238247;0.71; 0.0128; 0.0000; 0.0005; 0.0000;0.68; 0.0130; 0.0066; 0.0001; 0.0002;0.7; 0.0129; 0.0062; 0.0002; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2175.0.mata;ERR;0.21; 0.159125; 0.0254374; 0.0104726; 3.28e-06; false;0.92; 0.259235; 0.456711; 0.122636; 0.00670599; false;ERR;TO; 0.263465;1.08; 0.1623; 0.0000; 0.0046; 0.0000;1.31; 0.1621; 0.1993; 0.0007; 0.0010;1.14; 0.1666; 0.0902; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2715.0.mata;ERR;0.47; 0.346297; 0.0606907; 0.0199531; 3.835e-06; false;1.28; 0.342498; 0.634996; 0.187544; 0.00941871; false;ERR;TO; 0.347211;1.16; 0.2149; 0.0000; 0.0052; 0.0000;1.36; 0.2126; 0.2547; 0.0009; 0.0015;1.26; 0.2150; 0.1133; 0.0013; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2746.0.mata;ERR;9.92; 7.27763; 1.77753; 0.312264; 8.257e-06; false;23.09; 7.49167; 10.3416; 2.76249; 0.0813332; false;ERR;TO; 5.03803;4.64; 4.1455; 0.0000; 0.0573; 0.0000;11.22; 4.8278; 6.0446; 0.0050; 0.0120;5.03; 2.9089; 1.8582; 0.0059; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_278.0.mata;ERR;0.53; 0.38069; 0.0754767; 0.0230631; 1.0689e-05; false;1.55; 0.385951; 0.737752; 0.289876; 0.0127449; false;ERR;TO; 0.635188;1.28; 0.3787; 0.0000; 0.0089; 0.0000;1.86; 0.3821; 0.5435; 0.0014; 0.0038;1.25; 0.2099; 0.0991; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_287.0.mata;ERR;12.34; 8.43273; 2.43803; 0.51713; 9.226e-06; false;30.15; 8.29883; 14.4823; 3.90878; 0.0714911; false;ERR;TO; 5.51077;4.88; 4.3783; 0.0000; 0.0547; 0.0000;12.94; 4.7444; 8.0292; 0.0025; 0.0063;4.5; 2.6788; 1.5424; 0.0037; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3227.0.mata;ERR;0.3; 0.217341; 0.0484023; 0.0176524; 5.346e-06; false;0.78; 0.256941; 0.3651; 0.128965; 0.00690599; false;ERR;TO; 0.286654;0.77; 0.0891; 0.0000; 0.0027; 0.0000;0.84; 0.0901; 0.0940; 0.0003; 0.0005;0.8; 0.0929; 0.0426; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_367.0.mata;ERR;12.31; 8.1594; 2.68657; 0.498602; 1.0167e-05; false;32.08; 8.07077; 16.1886; 4.05838; 0.0810542; false;ERR;TO; 8.28075;5.22; 4.7849; 0.0000; 0.0884; 0.0000;9.04; 3.5479; 4.9930; 0.0024; 0.0059;4.41; 2.6126; 1.5094; 0.0031; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3872.0.mata;ERR;0.01; 0.0125351; 0.0017374; 0.000891122; 3.475e-06; false;0.03; 0.00765524; 0.0127508; 0.00587153; 0.000674055; false;ERR;TO; 0.00760295;0.7; 0.0092; 0.0000; 0.0003; 0.0000;0.76; 0.0095; 0.0038; 0.0001; 0.0001;0.87; 0.0142; 0.0068; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_557.0.mata;ERR;8.18; 5.44618; 1.65999; 0.332682; 7.714e-06; false;29.86; 6.05213; 16.1138; 4.13992; 0.0844437; false;ERR;TO; 5.15706;5.23; 4.7716; 0.0000; 0.0904; 0.0000;8.85; 3.1919; 5.1605; 0.0025; 0.0067;7.87; 4.8637; 2.7069; 0.0035; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_597.0.mata;ERR;24.13; 16.7451; 4.53479; 1.00666; 9.901e-06; false;TO; 11.7613; 32.1187;MISSING;MISSING;MISSING;ERR;TO; 16.602;5.35; 5.2800; 0.0000; 0.1241; 0.0000;22.94; 7.9646; 15.2630; 0.0045; 0.0194;8.94; 5.8332; 3.0554; 0.0069; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_73.0.mata;ERR;0.02; 0.0393686; 0.0119991; 0.00106267; 3.95e-06; false;0.03; 0.00878472; 0.0127248; 0.00582922; 0.000693237; false;ERR;TO; 0.00960314;0.7; 0.0096; 0.0000; 0.0003; 0.0000;0.98; 0.0145; 0.0075; 0.0002; 0.0002;0.85; 0.0093; 0.0036; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_847.0.mata;ERR;0.01; 0.00797128; 0.00126036; 0.000641129; 2.74e-06; false;0.02; 0.0079062; 0.0128585; 0.00580495; 0.000684632; false;ERR;TO; 0.00775113;0.71; 0.0092; 0.0000; 0.0004; 0.0000;0.71; 0.0089; 0.0036; 0.0001; 0.0001;0.7; 0.0086; 0.0036; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_874.0.mata;ERR;0.01; 0.012427; 0.00165592; 0.000884318; 2.88e-06; false;0.04; 0.0122694; 0.0199744; 0.00935233; 0.00100785; false;ERR;TO; 0.012415;0.98; 0.0148; 0.0000; 0.0005; 0.0000;0.97; 0.0138; 0.0066; 0.0002; 0.0001;0.99; 0.0144; 0.0068; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_876.0.mata;ERR;0.03; 0.0254326; 0.00359249; 0.00170091; 3.126e-06; false;0.09; 0.0248006; 0.040923; 0.0223122; 0.00203977; false;ERR;TO; 0.0247564;0.96; 0.0215; 0.0000; 0.0008; 0.0000;0.99; 0.0221; 0.0148; 0.0003; 0.0003;0.97; 0.0210; 0.0123; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI056_1.mata;ERR;0.0; 0.000182876; 4.159e-05; 5.2237e-05; 2.524e-06; false;0.0; 0.000158289; 0.000271325; 0.000260948; 6.129e-05; false;ERR;TO; 0.000158162;0.71; 0.0047; 0.0000; 0.0001; 0.0000;0.71; 0.0045; 0.0002; 0.0000; 0.0000;0.7; 0.0045; 0.0004; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI083_1.mata;ERR;0.0; 0.00108418; 8.6525e-05; 0.00191328; 2.734e-06; false;0.0; 0.0011413; 0.00156044; 0.00305357; 0.001023; false;ERR;TO; 0.00109142;0.69; 0.0051; 0.0000; 0.0002; 0.0000;0.68; 0.0049; 0.0008; 0.0002; 0.0001;0.96; 0.0070; 0.0026; 0.0010; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI572_1.mata;ERR;0.0; 0.000636689; 6.9885e-05; 5.9767e-05; 4.785e-06; true;0.0; 0.000596616; 0.000854789; 0.00038399; 3.043e-06; true;ERR;TO; 0.000586549;0.7; 0.0049; 0.0000; 0.0001; 0.0000;0.71; 0.0048; 0.0003; 0.0000; 0.0000;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI590_1.mata;ERR;0.0; 0.000506778; 4.4011e-05; 5.1666e-05; 2.363e-06; false;0.0; 0.000537525; 0.000783159; 0.000195357; 7.335e-06; false;ERR;TO; 0.000544781;0.98; 0.0068; 0.0000; 0.0001; 0.0000;0.96; 0.0069; 0.0005; 0.0000; 0.0000;0.95; 0.0068; 0.0008; 0.0000; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI591_1.mata;ERR;0.0; 0.000623899; 6.8516e-05; 7.0547e-05; 2.387e-06; false;0.0; 0.000636318; 0.000896758; 0.000392673; 9.785e-06; false;ERR;TO; 0.000643755;0.94; 0.0066; 0.0000; 0.0001; 0.0000;0.96; 0.0067; 0.0005; 0.0001; 0.0000;0.96; 0.0068; 0.0008; 0.0000; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI592_1.mata;ERR;0.0; 0.00249257; 0.000217342; 0.000311175; 1.2099e-05; true;0.01; 0.00238789; 0.00347108; 0.00199291; 3.397e-06; true;ERR;TO; 0.00243359;0.71; 0.0055; 0.0000; 0.0002; 0.0000;0.87; 0.0057; 0.0016; 0.0001; 0.0000;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM865_1.mata;ERR;0.05; 0.0235634; 0.0147367; 0.00863923; 4e-05; true;0.12; 0.0234551; 0.0385874; 0.0358624; 3.136e-06; true;ERR;TO; 0.0242523;0.97; 0.0211; 0.0000; 0.0014; 0.0001;0.86; 0.0129; 0.0091; 0.0003; 0.0003;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM868_1.mata;ERR;0.0; 0.000167555; 3.7146e-05; 5.5241e-05; 2.553e-06; false;0.0; 0.000160949; 0.000268892; 0.000253668; 6.1377e-05; false;ERR;TO; 0.000159883;0.7; 0.0046; 0.0000; 0.0001; 0.0000;0.96; 0.0062; 0.0002; 0.0001; 0.0000;0.97; 0.0064; 0.0005; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM869_1.mata;ERR;0.0; 0.000117454; 3.0749e-05; 2.7342e-05; 2.55e-06; false;0.0; 0.00014081; 0.000172399; 0.000118612; 9.863e-06; false;ERR;TO; 0.000109966;0.94; 0.0062; 0.0000; 0.0001; 0.0000;0.97; 0.0063; 0.0001; 0.0000; 0.0000;0.97; 0.0064; 0.0004; 0.0000; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM870_1.mata;ERR;0.0; 0.00029291; 4.0227e-05; 5.6821e-05; 2.947e-06; false;0.0; 0.00028634; 0.000455487; 0.00026624; 9.926e-06; false;ERR;TO; 0.00029027;0.71; 0.0046; 0.0000; 0.0001; 0.0000;0.68; 0.0046; 0.0001; 0.0000; 0.0000;0.95; 0.0064; 0.0005; 0.0000; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM871_1.mata;ERR;0.0; 0.00177436; 0.000210986; 0.000376742; 3.008e-06; false;0.0; 0.00170816; 0.00285099; 0.00146108; 1.1041e-05; false;ERR;TO; 0.00173624;0.97; 0.0073; 0.0000; 0.0002; 0.0000;0.94; 0.0075; 0.0007; 0.0000; 0.0000;0.98; 0.0074; 0.0016; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM874_1.mata;ERR;0.0; 0.000116214; 2.9426e-05; 2.7559e-05; 2.693e-06; false;0.0; 0.000108816; 0.000183401; 0.000150988; 9.667e-06; false;ERR;TO; 0.000106412;0.95; 0.0063; 0.0000; 0.0001; 0.0000;0.95; 0.0063; 0.0001; 0.0000; 0.0000;0.96; 0.0061; 0.0004; 0.0000; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM895_1.mata;ERR;0.0; 0.000798567; 0.000100444; 7.5402e-05; 4.461e-06; true;0.0; 0.000787224; 0.00114834; 0.00067582; 2.51e-06; true;ERR;TO; 0.000800744;0.81; 0.0069; 0.0000; 0.0001; 0.0000;0.97; 0.0070; 0.0008; 0.0001; 0.0000;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM896_1.mata;ERR;0.0; 0.00120568; 0.000200921; 0.000232382; 4.623e-06; false;0.0; 0.00120935; 0.0017649; 0.00286506; 0.000128834; false;ERR;TO; 0.00123858;0.95; 0.0070; 0.0000; 0.0002; 0.0000;0.97; 0.0070; 0.0012; 0.0001; 0.0001;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM897_1.mata;ERR;0.0; 0.00046413; 5.8098e-05; 0.00033817; 3.007e-06; false;0.0; 0.000445742; 0.000702319; 0.000904355; 0.000284749; false;ERR;TO; 0.000451988;0.94; 0.0064; 0.0000; 0.0002; 0.0000;0.96; 0.0066; 0.0006; 0.0002; 0.0001;0.96; 0.0065; 0.0011; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM898_1.mata;ERR;0.0; 0.00054628; 7.1186e-05; 0.000322714; 2.796e-06; false;0.0; 0.000566095; 0.000815917; 0.00114083; 0.000305137; false;ERR;TO; 0.000544767;0.94; 0.0065; 0.0000; 0.0002; 0.0000;0.95; 0.0065; 0.0006; 0.0002; 0.0001;0.95; 0.0065; 0.0012; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM899_1.mata;ERR;0.0; 0.00254217; 0.000394412; 0.000528707; 4.95e-06; false;0.01; 0.00255805; 0.00366159; 0.00575818; 9.4848e-05; false;ERR;TO; 0.00256701;0.73; 0.0056; 0.0000; 0.0002; 0.0000;0.69; 0.0056; 0.0014; 0.0001; 0.0001;ERR;ERR;ERR;ERR;ERR
