name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-emptiness;pyfado-result;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-3.mata;0.2; 0.00119931;0.067063589;0.019336463999999998; 0.0026818; false;0.62; 0.00113043; 9.9638e-05;0.263002481;0.23899051300000002; 0.121801; false;1.81; 0.0081; 0.0000;0.3909;0.38260000000000005; 0.0147; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.35; 0.02403174;0.19445462800000002; 2.527E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-1.mata;0.17; 0.00100794;0.057922525;0.013604100000000001; 0.000881772; false;0.51; 0.000992492; 7.803e-05;0.21397692499999998;0.19942653; 0.10494; false;1.44; 0.0081; 0.0000;0.3133;0.0684; 0.0107; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.39; 0.017836029;0.260702835; 2.2556E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-2.mata;0.05; 0.000240694;0.017126917999999998;0.008994697; 0.00134998; false;0.5; 0.000426938; 4.693e-05;0.20324253599999997;0.205908958; 0.0949836; false;3.18; 0.0070; 0.0000;0.2707;1.9543; 0.0203; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.39; 0.014892218;0.283655078; 2.3665E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-1.mata;0.04; 0.000201981;0.01164636;0.006504863999999999; 0.000928316; false;0.21; 0.000188583; 2.1231e-05;0.079520901;0.093233822; 0.0420907; false;1.42; 0.0046; 0.0000;0.12430000000000001;0.5948; 0.0084; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.41; 0.008106864;0.239828219; 3.2436E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-2.mata;0.06; 0.000403775;0.021520612;0.006319503; 0.000700222; false;0.2; 0.000406616; 3.7374e-05;0.089062994;0.07917650700000001; 0.0397839; false;1.05; 0.0049; 0.0000;0.0697;0.0151; 0.0030; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.14; 0.010738611;0.087584357; 4.3761E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-3.mata;0.06; 0.000318282;0.022292229;0.012185794; 0.00140108; false;0.39; 0.00029969; 3.7026e-05;0.17180413;0.157652407; 0.080985; false;2.62; 0.0068; 0.0000;0.20179999999999998;1.3333; 0.0165; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.28; 0.009829494;0.252704651; 2.5918E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-4.mata;1.65; 0.00930202;0.586357165;0.138476288; 0.0208516; false;7.66; 0.0171961; 0.00137735;3.2428511799999997;3.27206448; 1.51661; false;6.45; 0.0317; 0.0000;4.7806999999999995;0.6159; 0.0620; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.64; 0.054621017;0.606146489; 1.7888E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07857-1.mata;0.17; 0.00061561;0.056802080000000005;0.017095497; 0.00340467; false;0.59; 0.00109231; 9.8769e-05;0.299983049;0.315643856; 0.125706; false;2.56; 0.0082; 0.0000;0.4042;1.0581; 0.0178; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.5; 0.019696942;0.247264563; 3.0075E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-1.mata;0.0; 8.1448e-05;0.000583396;0.000346767; 7.5517e-05; false;0.01; 8.5537e-05; 8.944e-06;0.00549019;0.003907559; 0.00180147; false;1.07; 0.0064; 0.0000;0.0051;0.0011; 0.0004; False;2.31; 0.0063; 0.0001;1.147; 0.0848; False;0.95; 0.005633204;0.019514819; 2.2634E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-2.mata;0.05; 0.000314318;0.018128421000000002;0.009244024; 0.00105892; false;0.3; 0.000300852; 3.5375e-05;0.123668466;0.12266781; 0.0574864; false;1.96; 0.0066; 0.0000;0.1601;0.7182; 0.0121; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.35; 0.009770724;0.204596846; 2.2396E-5; false
