name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;automata-runtime;automata-construction;mata-runtime;mata-mataparsing;mata-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;TO; 0.34991; 0.116051;TO;0.22941860000000003;TO; 0.339484; 0.121503;TO; 0.44234; 0.12086;0.0297888;TO; 0.399888; 0.0994955;0.00429011;TO;TO;TO;TO;TO;0.12748964000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;TO; 0.58544; 0.159099;TO;0.23016379999999997;TO; 0.549669; 0.118645;TO; 0.878221; 0.242715;0.0419214;TO; 0.787233; 0.213561;0.00400813;TO;TO;TO;TO;TO;0.119821454
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;TO; 0.432855; 0.132333;TO;0.3165657;TO; 0.911432; 0.107126;TO; 0.705566; 0.122139;0.030136499999999997;TO; 0.836288; 0.0869446;0.00276515;TO;TO;TO;TO;TO;0.108604514
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;TO; 0.454617; 0.0979046;TO;0.25361029999999996;TO; 0.507422; 0.144406;TO; 0.547221; 0.151444;0.0354622;TO; 0.583398; 0.122214;0.00481583;TO;TO;TO;TO;TO;0.20518492
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;TO; 0.645563; 0.12756;TO;0.5314076;TO; 1.00085; 0.284565;TO; 0.908641; 0.148106;0.0239597;TO; 0.965428; 0.171474;0.0055344999999999995;TO;TO;TO;TO;TO;0.157689189
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;TO; 0.047138; 0.0113091;TO;0.1580396;TO; 0.0553257; 0.0177232;TO; 0.0842566; 0.0196226;0.0029327199999999998;TO; 0.0345487; 0.0123334;0.00033305300000000004;TO;TO;TO;TO;TO;0.061964947
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;TO; 0.54311; 0.163535;TO;0.3469533;TO; 0.645827; 0.181536;TO; 0.613377; 0.173404;0.11051359999999999;TO; 0.410905; 0.157441;0.00597168;TO;TO;TO;TO;TO;0.115737583
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;TO; 0.158736; 0.0238908;TO;0.1740417;TO; 0.105406; 0.0327965;TO; 0.0642703; 0.0213978;0.0029846300000000003;TO; 0.0844587; 0.0254094;0.0008262499999999999;TO;TO;TO;TO;TO;0.12232489199999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;ERR;ERR;ERR;TO;0.1345217;TO; 0.182716; 0.0341052;TO; 0.0840347; 0.0310009;0.00552129;TO; 0.111305; 0.0320334;0.001118197;TO;TO;TO;TO;TO;0.072126606
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;TO; 0.128021; 0.032421;TO;0.1010189;TO; 0.134071; 0.0955777;TO; 0.141485; 0.0787914;0.0148271;TO; 0.135746; 0.0382716;0.001299852;TO;TO;TO;TO;TO;0.10485594000000001
